customer_card_id,customer_id,credit_card_product_id,card_name,card_number_masked,card_network,card_category,issue_date,activation_date,expiry_date,card_status,credit_limit,available_limit,current_outstanding,reward_points_balance,annual_spend,international_enabled,last_payment_date
CCA00125,CUST00175,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-2518,Visa,Classic,2025-03-11,2025-03-13,2030-03-10,Active,17071,10415.08,6655.92,19264,29212.94,No,2026-07-21
CCA00126,CUST00178,CC005,Infinia Metal,XXXX-XXXX-XXXX-7952,Mastercard,Super Premium,2022-05-01,2022-05-05,2027-04-30,Active,2610644,1037883.77,1572760.23,41887,5640071.02,No,2026-08-04
CCA00127,CUST00180,CC006,Diners Black,XXXX-XXXX-XXXX-2567,Diners Club,Super Premium,2025-12-27,2025-12-28,2030-12-26,Active,8336991,7580000.75,756990.25,19000,15850263.44,No,2026-07-16
CCA00128,CUST00183,CC008,BizBlack Credit Card,XXXX-XXXX-XXXX-4626,Mastercard,Super Premium,2023-04-24,2023-04-27,2028-04-22,Active,949909,452096.85,497812.15,18640,2891313.73,No,2026-08-02
CCA00129,CUST00183,CC007,Business Credit Card,XXXX-XXXX-XXXX-1106,Visa,Classic,2024-09-11,2023-10-16,2030-01-23,Active,68236,38759.65,29476.35,39669,106741.09,No,2026-08-14
CCA00130,CUST00185,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-1202,RuPay,Classic,2020-04-13,2020-04-20,2025-04-12,Active,111644,102285.7,9358.3,35257,694959.95,No,2026-08-08
CCA00131,CUST00187,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-3740,Visa,Classic,2018-03-30,2018-04-01,2023-03-29,Active,117326,61436.88,55889.12,2419,328707.28,No,2026-08-10
CCA00132,CUST00188,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-2314,RuPay,Premium,2025-09-01,2025-09-04,2030-08-31,Active,180228,147580.97,32647.03,4035,906670.09,No,2026-07-21
CCA00133,CUST00189,CC006,Diners Black,XXXX-XXXX-XXXX-5002,Diners Club,Super Premium,2018-04-14,2018-04-18,2023-04-13,Active,8119030,5106143.78,3012886.22,44935,42121017.12,No,2026-07-25
CCA00134,CUST00190,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-5466,Mastercard,Premium,2020-04-10,2020-04-14,2025-04-09,Active,67377,46635.03,20741.97,6956,60159.68,No,2026-08-16
CCA00135,CUST00192,CC013,Pixel Go Credit Card,XXXX-XXXX-XXXX-1812,Visa,Classic,2026-05-24,2026-05-24,2031-05-23,Active,104265,46405.84,57859.16,27336,86509.13,No,2026-07-12
CCA00136,CUST00193,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-2103,Visa,Classic,2026-06-16,2026-06-21,2031-06-15,Active,104271,37652.4,66618.6,28252,524292.91,No,2026-07-13
CCA00137,CUST00195,CC005,Infinia Metal,XXXX-XXXX-XXXX-4863,Mastercard,Super Premium,2022-06-29,2022-07-03,2027-06-28,Active,4052874,3492222.2,560651.8,11995,16334857.83,No,2026-08-17
CCA00138,CUST00201,CC001,Freedom Credit Card,XXXX-XXXX-XXXX-9623,Visa,Classic,2026-04-22,2026-04-25,2031-04-21,Active,51681,32347.44,19333.56,23154,343134.49,No,2026-07-20
CCA00139,CUST00202,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-2565,Visa,Classic,2024-04-03,2024-04-03,2029-04-02,Active,21906,19819.5,2086.5,15955,111335.0,Yes,2026-07-25
CCA00140,CUST00203,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-2810,Visa,Premium,2024-10-27,2024-10-30,2029-10-26,Active,358521,106610.84,251910.16,7992,725533.18,No,2026-07-19
CCA00141,CUST00210,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-3892,RuPay,Premium,2022-07-16,2022-07-17,2027-07-15,Active,731170,214034.89,517135.11,44230,1835527.59,Yes,2026-07-21
CCA00142,CUST00211,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-9375,Visa,Premium,2025-11-22,2025-11-22,2030-11-21,Active,414209,249999.38,164209.62,45459,762414.73,No,2026-07-08
CCA00143,CUST00213,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-5868,Mastercard,Premium,2025-03-23,2025-03-26,2030-03-22,Active,556354,65899.56,490454.44,44170,2573159.06,No,2026-07-15
CCA00144,CUST00214,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-7006,Visa,Classic,2019-08-30,2019-08-31,2024-08-28,Active,25599,19492.26,6106.74,5293,39983.3,No,2026-07-16
CCA00145,CUST00215,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-7269,Mastercard,Premium,2025-06-03,2025-06-08,2030-06-02,Active,780761,486025.85,294735.15,14193,4828859.5,Yes,2026-07-26
CCA00146,CUST00216,CC001,Freedom Credit Card,XXXX-XXXX-XXXX-7775,Visa,Classic,2024-12-29,2024-12-29,2029-12-28,Active,88210,63697.62,24512.38,8611,178603.36,Yes,2026-07-28
CCA00147,CUST00218,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-1753,RuPay,Premium,2025-03-28,2025-04-01,2030-03-27,Active,732938,443088.77,289849.23,26303,1063154.2,No,2026-07-24
CCA00148,CUST00219,CC007,Business Credit Card,XXXX-XXXX-XXXX-7373,Visa,Classic,2025-07-21,2025-07-26,2030-07-20,Active,183472,164686.63,18785.37,4474,1047937.9,No,2026-07-25
CCA00149,CUST00221,CC008,BizBlack Credit Card,XXXX-XXXX-XXXX-8170,Mastercard,Super Premium,2019-11-03,2019-11-04,2024-11-01,Active,5582014,2298169.92,3283844.08,43274,29212672.61,No,2026-07-24
CCA00150,CUST00221,CC013,Pixel Go Credit Card,XXXX-XXXX-XXXX-2299,Visa,Classic,2024-06-17,2023-10-25,2030-09-29,Active,135175,98903.29,36271.71,39459,686482.2,No,2026-08-01
CCA00151,CUST00222,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-6752,Visa,Premium,2019-01-18,2019-01-24,2024-01-17,Active,707059,360972.33,346086.67,29712,4598568.6,No,2026-07-25
CCA00152,CUST00225,CC005,Infinia Metal,XXXX-XXXX-XXXX-6822,Mastercard,Super Premium,2024-02-15,2024-02-21,2029-02-13,Active,3811373,1751346.15,2060026.85,43535,8107492.39,No,2026-07-14
CCA00153,CUST00226,CC007,Business Credit Card,XXXX-XXXX-XXXX-5992,Visa,Classic,2025-01-17,2025-01-21,2030-01-16,Active,214467,107946.49,106520.51,27333,1067205.32,Yes,2026-08-11
CCA00154,CUST00227,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-8933,Visa,Classic,2024-01-07,2024-01-08,2029-01-05,Active,37554,34034.9,3519.1,43861,154805.26,Yes,2026-07-27
CCA00155,CUST00230,CC006,Diners Black,XXXX-XXXX-XXXX-1923,Diners Club,Super Premium,2024-08-27,2024-09-03,2029-08-26,Active,1958682,1519657.0,439025.0,41238,2892188.96,No,2026-07-20
CCA00156,CUST00233,CC007,Business Credit Card,XXXX-XXXX-XXXX-4480,Visa,Classic,2024-11-27,2024-12-01,2029-11-26,Active,202187,36379.63,165807.37,49251,756660.09,No,2026-07-09
CCA00157,CUST00233,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-5971,RuPay,Classic,2024-03-24,2024-01-29,2030-03-13,Active,147587,128708.48,18878.52,49451,566972.31,No,2026-08-03
CCA00158,CUST00234,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-7329,RuPay,Premium,2026-02-20,2026-02-21,2031-02-19,Active,486404,135206.39,351197.61,35838,395583.67,No,2026-07-16
CCA00159,CUST00236,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-3907,Visa,Classic,2017-12-09,2017-12-10,2022-12-08,Active,71846,38296.3,33549.7,11007,262433.45,Yes,2026-08-10
CCA00160,CUST00239,CC007,Business Credit Card,XXXX-XXXX-XXXX-1043,Visa,Classic,2018-12-26,2018-12-30,2023-12-25,Active,30898,7078.19,23819.81,32886,79698.77,No,2026-07-22
CCA00161,CUST00240,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-8776,Visa,Premium,2020-09-03,2020-09-04,2025-09-02,Active,1514336,988306.66,526029.34,47121,1630410.82,Yes,2026-07-23
CCA00162,CUST00241,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-8916,Visa,Classic,2019-06-24,2019-07-01,2024-06-22,Active,39787,26402.07,13384.93,49701,226406.77,Yes,2026-08-08
CCA00163,CUST00244,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-3807,Mastercard,Premium,2022-04-26,2022-05-02,2027-04-25,Active,235653,86200.32,149452.68,11924,1476321.83,Yes,2026-07-19
CCA00164,CUST00246,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-3752,Visa,Classic,2023-12-03,2023-12-07,2028-12-01,Active,140409,86352.74,54056.26,13473,749931.69,No,2026-07-08
CCA00165,CUST00247,CC007,Business Credit Card,XXXX-XXXX-XXXX-7237,Visa,Classic,2025-10-19,2025-10-26,2030-10-18,Active,92426,18331.72,74094.28,33112,571943.77,Yes,2026-08-14
CCA00166,CUST00248,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-9773,Mastercard,Premium,2024-05-10,2024-05-11,2029-05-09,Active,665126,529108.83,136017.17,20739,351766.75,Yes,2026-08-03
CCA00167,CUST00249,CC005,Infinia Metal,XXXX-XXXX-XXXX-6420,Mastercard,Super Premium,2023-12-12,2023-12-12,2028-12-10,Active,8295852,3977504.24,4318347.76,29311,43120041.18,No,2026-07-05
CCA00168,CUST00250,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-6561,RuPay,Classic,2025-10-11,2025-10-15,2030-10-10,Active,57648,48363.26,9284.74,2493,192819.2,Yes,2026-08-01
CCA00169,CUST00251,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-4791,Visa,Classic,2026-03-25,2026-03-25,2031-03-24,Active,27653,9798.61,17854.39,33069,160354.56,Yes,2026-08-12
CCA00170,CUST00252,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-6420,Mastercard,Premium,2024-03-05,2024-03-05,2029-03-04,Active,528297,372364.42,155932.58,13633,1123297.66,No,2026-08-10
CCA00171,CUST00253,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-6008,Visa,Premium,2021-07-12,2021-07-19,2026-07-11,Active,770724,431314.15,339409.85,28637,1172820.46,No,2026-07-22
CCA00172,CUST00254,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-3365,Visa,Classic,2025-06-02,2025-06-05,2030-06-01,Active,91862,32233.55,59628.45,38284,49456.92,Yes,2026-07-25
CCA00173,CUST00255,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-2438,Mastercard,Premium,2026-05-08,2026-05-14,2031-05-07,Active,560999,328284.77,232714.23,17576,1556955.39,No,2026-08-06
CCA00174,CUST00256,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-7771,Mastercard,Premium,2024-06-16,2024-06-17,2029-06-15,Active,1292596,538900.45,753695.55,4702,2487010.31,No,2026-07-22
CCA00175,CUST00258,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-2063,RuPay,Premium,2024-09-26,2024-09-26,2029-09-25,Active,353385,291636.36,61748.64,19527,2197761.92,No,2026-08-15
CCA00176,CUST00259,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-7427,RuPay,Premium,2021-09-30,2021-10-04,2026-09-29,Active,718517,500774.04,217742.96,31467,1177444.26,Yes,2026-08-02
CCA00177,CUST00260,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-4898,Mastercard,Premium,2025-07-06,2025-07-08,2030-07-05,Active,217744,101117.32,116626.68,260,1392489.55,Yes,2026-08-10
CCA00178,CUST00261,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-9782,Visa,Classic,2026-01-11,2026-01-17,2031-01-10,Active,118569,103891.37,14677.63,22495,541228.43,Yes,2026-08-15
CCA00179,CUST00262,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-4666,Visa,Classic,2021-07-10,2021-07-16,2026-07-09,Active,262678,208193.13,54484.87,23697,849350.51,Yes,2026-07-08
CCA00180,CUST00262,CC001,Freedom Credit Card,XXXX-XXXX-XXXX-6340,Visa,Classic,2023-09-19,2024-11-19,2029-01-30,Active,106096,79273.24,26822.76,53482,338462.37,Yes,2026-08-01
CCA00181,CUST00263,CC001,Freedom Credit Card,XXXX-XXXX-XXXX-6246,Visa,Classic,2025-11-05,2025-11-09,2030-11-04,Active,24154,16015.93,8138.07,25722,81318.83,No,2026-08-03
CCA00182,CUST00267,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-8264,Visa,Classic,2020-03-12,2020-03-16,2025-03-11,Active,74999,49650.37,25348.63,19475,367982.47,No,2026-07-15
CCA00183,CUST00268,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-9855,Visa,Classic,2021-03-03,2021-03-05,2026-03-02,Active,227563,183059.01,44503.99,16004,558495.7,No,2026-07-25
CCA00184,CUST00268,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-6554,Visa,Classic,2026-01-13,2024-09-19,2029-11-20,Active,99154,71784.01,27369.99,61670,514883.38,No,2026-07-08
CCA00185,CUST00269,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-2553,RuPay,Classic,2022-10-27,2022-11-01,2027-10-26,Active,63609,45884.03,17724.97,17994,173094.01,Yes,2026-07-14
CCA00186,CUST00270,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-4455,RuPay,Premium,2020-11-24,2020-11-24,2025-11-23,Active,599298,269873.98,329424.02,37789,961867.37,No,2026-07-20
CCA00187,CUST00271,CC004,Regalia Gold,XXXX-XXXX-XXXX-2185,Visa,Premium,2019-07-21,2019-07-25,2024-07-19,Active,599623,457962.5,141660.5,49160,310181.11,No,2026-07-19
CCA00188,CUST00272,CC004,Regalia Gold,XXXX-XXXX-XXXX-9598,Visa,Premium,2024-09-29,2024-10-02,2029-09-28,Active,766486,585542.28,180943.72,22711,1708879.71,Yes,2026-08-17
CCA00189,CUST00273,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-6803,Mastercard,Premium,2024-04-27,2024-04-29,2029-04-26,Active,423857,200018.59,223838.41,7252,2539255.15,No,2026-07-13
CCA00190,CUST00275,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-5733,RuPay,Classic,2025-12-25,2025-12-29,2030-12-24,Active,142985,41260.2,101724.8,30836,603471.21,Yes,2026-08-11
CCA00191,CUST00277,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-4768,Mastercard,Premium,2025-11-17,2025-11-20,2030-11-16,Active,214345,122692.35,91652.65,748,398628.87,No,2026-07-26
CCA00192,CUST00279,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-2945,Visa,Premium,2023-03-10,2023-03-10,2028-03-08,Active,292849,200952.2,91896.8,17281,1170572.02,No,2026-07-13
CCA00193,CUST00280,CC013,Pixel Go Credit Card,XXXX-XXXX-XXXX-5185,Visa,Classic,2022-02-08,2022-02-12,2027-02-07,Active,144504,131148.19,13355.81,35876,739125.16,No,2026-07-31
CCA00194,CUST00281,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-4987,Mastercard,Premium,2025-07-04,2025-07-11,2030-07-03,Active,339259,225996.5,113262.5,4386,2176916.76,No,2026-07-28
CCA00195,CUST00282,CC008,BizBlack Credit Card,XXXX-XXXX-XXXX-8182,Mastercard,Super Premium,2019-07-10,2019-07-10,2024-07-08,Active,8148641,5649824.49,2498816.51,9426,43176199.34,No,2026-08-13
CCA00196,CUST00283,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-7748,RuPay,Premium,2017-08-12,2017-08-16,2022-08-11,Active,341206,283419.29,57786.71,14500,913446.08,No,2026-07-16
CCA00197,CUST00284,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-3465,RuPay,Classic,2022-08-16,2022-08-22,2027-08-15,Active,60438,23469.09,36968.91,16155,153432.14,Yes,2026-07-24
CCA00198,CUST00285,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-5287,RuPay,Classic,2023-09-01,2023-09-08,2028-08-30,Active,102919,80121.53,22797.47,2564,547477.94,No,2026-08-17
CCA00199,CUST00287,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-9343,RuPay,Classic,2022-08-20,2022-08-24,2027-08-19,Active,56600,50408.1,6191.9,38324,359944.78,No,2026-07-10
CCA00200,CUST00289,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-4278,Mastercard,Premium,2024-01-08,2024-01-11,2029-01-06,Active,174329,39914.26,134414.74,20466,1089439.42,Yes,2026-08-03
CCA00201,CUST00292,CC007,Business Credit Card,XXXX-XXXX-XXXX-5132,Visa,Classic,2025-09-21,2025-09-26,2030-09-20,Active,140014,92818.52,47195.48,29222,683820.42,Yes,2026-08-11
CCA00202,CUST00295,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-1229,Visa,Classic,2023-01-12,2023-01-12,2028-01-11,Active,26205,15668.35,10536.65,102,134578.98,No,2026-07-26
CCA00203,CUST00296,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-2509,Mastercard,Premium,2025-06-24,2025-06-28,2030-06-23,Active,364107,187861.06,176245.94,66,1295139.69,No,2026-07-08
CCA00204,CUST00297,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-8298,Mastercard,Premium,2025-12-03,2025-12-09,2030-12-02,Active,799866,670037.72,129828.28,32087,1475530.35,No,2026-07-18
CCA00205,CUST00300,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-7134,Mastercard,Premium,2025-08-17,2025-08-18,2030-08-16,Active,601866,462491.72,139374.28,47345,2610794.53,No,2026-08-12
CCA00206,CUST00301,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-1554,RuPay,Classic,2019-12-27,2020-01-03,2024-12-25,Active,84751,58050.6,26700.4,44856,125498.32,No,2026-08-11
CCA00207,CUST00302,CC004,Regalia Gold,XXXX-XXXX-XXXX-7691,Visa,Premium,2023-01-30,2023-02-02,2028-01-29,Active,295335,221147.23,74187.77,13017,1976492.12,No,2026-08-08
CCA00208,CUST00302,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-2216,Visa,Classic,2024-07-13,2026-06-28,2029-01-05,Active,59634,41684.21,17949.79,28649,188865.53,Yes,2026-07-08
CCA00209,CUST00307,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-8246,RuPay,Premium,2024-09-06,2024-09-08,2029-09-05,Active,513551,378945.16,134605.84,18216,2932403.8,No,2026-08-12
CCA00210,CUST00308,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-7359,Visa,Classic,2021-06-14,2021-06-17,2026-06-13,Active,31993,15218.92,16774.08,36227,109555.72,Yes,2026-08-06
CCA00211,CUST00309,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-7538,RuPay,Classic,2026-06-17,2026-06-24,2031-06-16,Active,126559,92197.71,34361.29,31506,368800.19,No,2026-07-12
CCA00212,CUST00310,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-5963,Visa,Classic,2026-05-14,2026-05-17,2031-05-13,Active,90040,17762.97,72277.03,7663,282674.93,Yes,2026-07-06
CCA00213,CUST00312,CC001,Freedom Credit Card,XXXX-XXXX-XXXX-8168,Visa,Classic,2020-07-25,2020-07-25,2025-07-24,Active,94060,85985.89,8074.11,37003,401360.83,No,2026-08-04
CCA00214,CUST00313,CC005,Infinia Metal,XXXX-XXXX-XXXX-7951,Mastercard,Super Premium,2023-06-15,2023-06-15,2028-06-13,Active,1902424,927786.62,974637.38,18202,3084176.97,No,2026-08-12
CCA00215,CUST00316,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-5054,Visa,Premium,2026-05-21,2026-05-24,2031-05-20,Active,310288,258679.56,51608.44,10135,1926768.33,Yes,2026-07-20
CCA00216,CUST00322,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-3833,Visa,Premium,2025-11-04,2025-11-06,2030-11-03,Active,396213,152386.5,243826.5,37676,1366079.14,No,2026-07-28
CCA00217,CUST00323,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-3372,RuPay,Classic,2026-01-12,2026-01-13,2031-01-11,Active,23217,6003.39,17213.61,41297,144230.71,No,2026-07-25
CCA00218,CUST00324,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-6867,Mastercard,Premium,2023-06-17,2023-06-19,2028-06-15,Active,398876,273050.75,125825.25,27341,2786284.59,No,2026-07-25
CCA00219,CUST00325,CC013,Pixel Go Credit Card,XXXX-XXXX-XXXX-2616,Visa,Classic,2022-11-08,2022-11-15,2027-11-07,Active,45237,31277.08,13959.92,6939,115902.39,No,2026-08-12
CCA00220,CUST00326,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-9558,RuPay,Classic,2025-04-04,2025-04-05,2030-04-03,Active,70893,43713.55,27179.45,29823,110250.22,No,2026-07-28
CCA00221,CUST00327,CC008,BizBlack Credit Card,XXXX-XXXX-XXXX-3389,Mastercard,Super Premium,2026-01-26,2026-01-28,2031-01-25,Active,7039677,2694095.28,4345581.72,14996,47096544.07,Yes,2026-07-21
CCA00222,CUST00330,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-4366,Visa,Classic,2020-11-22,2020-11-24,2025-11-21,Active,55191,38488.79,16702.21,18875,55205.95,No,2026-08-11
CCA00223,CUST00331,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-2902,RuPay,Premium,2024-10-25,2024-10-29,2029-10-24,Active,179275,121542.63,57732.37,6024,310435.66,No,2026-07-17
CCA00224,CUST00332,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-2170,Visa,Premium,2025-03-12,2025-03-14,2030-03-11,Active,1191717,606171.23,585545.77,38207,1746845.82,Yes,2026-08-11
CCA00225,CUST00332,CC002,MoneyBack+ Credit Card,XXXX-XXXX-XXXX-1831,Visa,Classic,2025-11-13,2026-04-30,2030-08-30,Active,77751,48376.56,29374.44,43014,119151.95,No,2026-07-05
CCA00226,CUST00333,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-2220,RuPay,Premium,2022-10-13,2022-10-20,2027-10-12,Active,518056,456647.94,61408.06,35615,1274611.87,No,2026-07-14
CCA00227,CUST00336,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-1560,Visa,Premium,2026-03-13,2026-03-18,2031-03-12,Active,522169,186743.99,335425.01,31240,2123538.61,No,2026-07-10
CCA00228,CUST00339,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-4091,Visa,Classic,2025-03-08,2025-03-09,2030-03-07,Active,141098,53453.41,87644.59,41015,107114.79,No,2026-08-03
CCA00229,CUST00341,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-4108,RuPay,Classic,2020-10-25,2020-10-30,2025-10-24,Active,30039,15786.06,14252.94,10727,89322.81,Yes,2026-07-27
CCA00230,CUST00343,CC011,IndianOil HDFC Bank Credit Card,XXXX-XXXX-XXXX-1161,Visa,Classic,2026-01-13,2026-01-20,2031-01-12,Active,21916,7674.51,14241.49,10521,77971.33,No,2026-08-09
CCA00231,CUST00344,CC007,Business Credit Card,XXXX-XXXX-XXXX-3844,Visa,Classic,2025-09-11,2025-09-16,2030-09-10,Active,102470,93004.55,9465.45,39805,168415.35,Yes,2026-07-24
CCA00232,CUST00345,CC007,Business Credit Card,XXXX-XXXX-XXXX-2571,Visa,Classic,2021-04-06,2021-04-07,2026-04-05,Active,167975,112921.51,55053.49,42829,242396.96,No,2026-08-03
CCA00233,CUST00348,CC007,Business Credit Card,XXXX-XXXX-XXXX-8539,Visa,Classic,2024-02-29,2024-03-01,2029-02-27,Active,89884,81658.99,8225.01,37144,85290.79,No,2026-07-31
CCA00234,CUST00349,CC003,Millennia Credit Card,XXXX-XXXX-XXXX-7778,Visa,Premium,2025-10-08,2025-10-10,2030-10-07,Active,1485229,620458.84,864770.16,5029,8727294.03,No,2026-07-09
CCA00235,CUST00352,CC012,IRCTC HDFC Bank Credit Card,XXXX-XXXX-XXXX-2061,RuPay,Classic,2019-01-27,2019-02-01,2024-01-26,Active,19923,4457.96,15465.04,8117,39400.7,No,2026-07-06
CCA00236,CUST00354,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-6956,RuPay,Premium,2022-04-16,2022-04-23,2027-04-15,Active,166124,118520.04,47603.96,35044,322830.72,No,2026-07-19
CCA00237,CUST00355,CC007,Business Credit Card,XXXX-XXXX-XXXX-2730,Visa,Classic,2026-01-16,2026-01-21,2031-01-15,Active,112428,44022.93,68405.07,8077,342260.37,No,2026-08-13
CCA00238,CUST00357,CC001,Freedom Credit Card,XXXX-XXXX-XXXX-9936,Visa,Classic,2024-01-08,2024-01-13,2029-01-06,Active,198108,78243.67,119864.33,32174,521939.53,No,2026-07-14
CCA00239,CUST00359,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-3016,Mastercard,Premium,2025-01-08,2025-01-11,2030-01-07,Active,134886,112661.4,22224.6,31272,247339.19,No,2026-07-09
CCA00240,CUST00361,CC007,Business Credit Card,XXXX-XXXX-XXXX-7856,Visa,Classic,2026-01-17,2026-01-23,2031-01-16,Active,136663,101232.77,35430.23,13273,435493.14,Yes,2026-08-04
CCA00241,CUST00362,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-8968,Visa,Classic,2022-06-30,2022-06-30,2027-06-29,Active,147172,78276.13,68895.87,20419,768963.26,Yes,2026-08-07
CCA00242,CUST00363,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-7799,Visa,Classic,2023-09-30,2023-10-04,2028-09-28,Active,22746,15450.37,7295.63,3677,58710.76,No,2026-07-12
CCA00243,CUST00364,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-8831,RuPay,Premium,2016-12-25,2016-12-30,2021-12-24,Active,1598216,1399459.98,198756.02,25408,11002441.81,Yes,2026-07-10
CCA00244,CUST00367,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-5073,Visa,Classic,2026-06-10,2026-06-10,2031-06-09,Active,99692,74163.25,25528.75,3583,112109.58,No,2026-07-31
CCA00245,CUST00368,CC001,Freedom Credit Card,XXXX-XXXX-XXXX-5419,Visa,Classic,2020-10-21,2020-10-23,2025-10-20,Active,106977,76613.53,30363.47,9679,734059.79,No,2026-08-01
CCA00246,CUST00368,CC010,Tata Neu Infinity,XXXX-XXXX-XXXX-3296,RuPay,Premium,2024-01-19,2024-06-30,2028-05-03,Active,754089,560326.81,193762.19,41927,4413194.93,Yes,2026-07-17
CCA00247,CUST00371,CC009,Swiggy HDFC Bank Credit Card,XXXX-XXXX-XXXX-4745,Mastercard,Premium,2021-05-04,2021-05-08,2026-05-03,Active,429228,207230.92,221997.08,44469,2971026.46,No,2026-07-26
CCA00248,CUST00372,CC014,Women's Advantage Credit Card,XXXX-XXXX-XXXX-9277,Visa,Classic,2024-04-09,2024-04-12,2029-04-08,Active,148920,130323.58,18596.42,30434,689753.62,No,2026-07-17
