customer_deposit_id,customer_id,deposit_product_id,deposit_product_name,deposit_category,deposit_status,principal_amount,interest_rate,deposit_tenure_months,maturity_date,maturity_amount,start_date,is_auto_renewal,account_id
DEP00176,CUST00392,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,159585,6.5,66,2026-04-05,216636.64,2020-10-07,No,ACC00431
DEP00177,CUST00393,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,94160,6.5,30,2025-06-12,109461.0,2022-12-13,No,ACC00432
DEP00178,CUST00395,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,502217,7.0,75,2032-03-16,721936.94,2025-12-18,Yes,ACC00434
DEP00179,CUST00398,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,134645,6.5,60,2027-09-02,178404.62,2022-09-04,Yes,ACC00437
DEP00180,CUST00401,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,536123,6.5,73,2028-06-30,748114.97,2022-06-03,Yes,ACC00441
DEP00181,CUST00402,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,54382,6.5,41,2028-05-07,66459.34,2024-12-08,No,ACC00442
DEP00182,CUST00403,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,189563,6.5,70,2025-11-23,261438.97,2020-01-26,Yes,ACC00443
DEP00183,CUST00408,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,15772,6.5,82,2029-11-07,22777.4,2023-01-11,No,ACC00449
DEP00184,CUST00410,DEP003,Recurring Deposit,Recurring Deposit,Active,324737,6.5,40,2025-10-05,395096.68,2022-06-07,No,ACC00451
DEP00185,CUST00412,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,131917,7.0,54,2025-11-21,173470.85,2021-05-25,Yes,ACC00453
DEP00186,CUST00417,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,447414,6.5,35,2026-03-22,532236.24,2023-04-23,No,ACC00458
DEP00187,CUST00419,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,217919,6.5,80,2025-08-12,312350.57,2018-12-15,No,ACC00460
DEP00188,CUST00421,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,61570,7.0,13,2026-10-22,66239.06,2025-09-22,Yes,ACC00462
DEP00189,CUST00423,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,179173,6.5,19,2025-07-10,197612.89,2023-12-11,No,ACC00464
DEP00190,CUST00425,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,271257,6.5,67,2031-04-28,369700.69,2025-09-30,No,ACC00466
DEP00191,CUST00427,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,1689268,6.5,74,2032-05-06,2366382.92,2026-03-10,No,ACC00468
DEP00192,CUST00430,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,150996,6.5,82,2032-01-26,218063.39,2025-03-31,Yes,ACC00473
DEP00193,CUST00431,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,99157,6.5,27,2025-04-30,113658.71,2023-01-31,No,ACC00474
DEP00194,CUST00433,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,572072,6.5,67,2024-03-10,779686.46,2018-08-13,Yes,ACC00476
DEP00195,CUST00438,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,555486,6.5,36,2027-02-22,663805.77,2024-02-24,Yes,ACC00481
DEP00196,CUST00439,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,29355,6.5,57,2023-11-11,38418.36,2019-02-13,Yes,ACC00482
DEP00197,CUST00444,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,94097,6.5,29,2028-06-08,108878.07,2026-01-09,No,ACC00487
DEP00198,CUST00448,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,95738,6.5,52,2029-12-02,122704.2,2025-08-05,No,ACC00491
DEP00199,CUST00451,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,25659,6.5,80,2032-08-29,36777.9,2026-01-01,No,ACC00494
DEP00200,CUST00454,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,736529,6.5,11,2026-02-12,780413.85,2025-03-15,Yes,ACC00497
DEP00201,CUST00456,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,35799,6.5,10,2022-10-26,37738.11,2021-12-26,No,ACC00499
DEP00202,CUST00457,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,534866,6.5,27,2027-12-24,613090.15,2025-09-25,No,ACC00500
DEP00203,CUST00458,DEP003,Recurring Deposit,Recurring Deposit,Active,674578,6.5,42,2029-05-11,828044.49,2025-11-12,Yes,ACC00501
DEP00204,CUST00459,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,558588,6.5,21,2021-11-05,622127.39,2020-02-06,Yes,ACC00503
DEP00205,CUST00460,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,970194,6.5,45,2028-05-15,1206678.79,2024-08-16,Yes,ACC00505
DEP00206,CUST00461,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,99284,6.5,52,2030-01-09,127248.99,2025-09-12,Yes,ACC00506
DEP00207,CUST00462,DEP003,Recurring Deposit,Recurring Deposit,Active,133495,6.5,21,2021-12-02,148680.06,2020-03-04,Yes,ACC00507
DEP00208,CUST00463,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,41046,7.0,57,2030-09-24,54693.79,2025-12-27,Yes,ACC00508
DEP00209,CUST00464,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,281426,6.5,35,2027-05-30,334779.68,2024-06-30,No,ACC00509
DEP00210,CUST00466,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,386760,6.5,64,2027-08-04,520836.8,2022-04-07,Yes,ACC00511
DEP00211,CUST00467,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,113504,6.5,20,2023-02-14,125800.27,2021-06-16,Yes,ACC00512
DEP00212,CUST00469,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,98858,7.0,13,2027-08-03,106354.73,2026-07-04,Yes,ACC00515
DEP00213,CUST00470,DEP003,Recurring Deposit,Recurring Deposit,Active,391363,6.5,9,2026-05-28,410441.95,2025-08-28,No,ACC00516
DEP00214,CUST00472,DEP003,Recurring Deposit,Recurring Deposit,Active,60039,6.5,80,2030-10-11,86055.9,2024-02-13,Yes,ACC00518
DEP00215,CUST00474,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,2912059,6.5,13,2022-04-29,3117116.49,2021-03-30,Yes,ACC00520
DEP00216,CUST00476,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,211493,6.5,55,2029-09-15,274500.29,2025-02-16,Yes,ACC00522
DEP00217,CUST00477,DEP003,Recurring Deposit,Recurring Deposit,Active,366066,6.5,49,2025-09-23,463226.02,2021-08-26,Yes,ACC00523
DEP00218,CUST00479,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,836551,6.5,67,2023-05-27,1140149.3,2017-10-29,No,ACC00525
DEP00219,CUST00485,DEP003,Recurring Deposit,Recurring Deposit,Active,205560,6.5,18,2025-08-31,225602.1,2024-03-02,Yes,ACC00533
DEP00220,CUST00493,DEP003,Recurring Deposit,Recurring Deposit,Active,54940,6.5,33,2021-08-01,64760.53,2018-11-02,No,ACC00543
DEP00221,CUST00497,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,498579,6.5,43,2027-08-02,614706.36,2024-01-03,Yes,ACC00547
DEP00222,CUST00498,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,550743,7.0,68,2028-06-28,769204.39,2022-10-31,Yes,ACC00548
DEP00223,CUST00501,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,15921,6.5,53,2024-05-11,20491.65,2019-12-13,No,ACC00553
DEP00224,CUST00502,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,170369,6.5,78,2028-04-12,242349.9,2021-10-15,Yes,ACC00554
DEP00225,CUST00503,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1025086,6.5,30,2027-04-23,1191662.48,2024-10-23,Yes,ACC00555
DEP00226,CUST00507,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,118501,7.0,65,2031-05-09,163432.63,2025-12-10,Yes,ACC00561
DEP00227,CUST00509,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,95333,6.5,9,2025-06-11,99980.48,2024-09-11,No,ACC00564
DEP00228,CUST00510,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1435119,6.5,47,2020-03-07,1800476.38,2016-04-09,Yes,ACC00565
DEP00229,CUST00512,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,446058,6.5,82,2031-12-05,644182.09,2025-02-07,No,ACC00567
DEP00230,CUST00513,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,133275,6.5,27,2021-06-16,152766.47,2019-03-19,Yes,ACC00569
DEP00231,CUST00514,DEP003,Recurring Deposit,Recurring Deposit,Active,162521,6.5,24,2026-11-01,183648.73,2024-11-02,No,ACC00570
DEP00232,CUST00515,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,96050,6.5,11,2026-03-07,101772.98,2025-04-07,Yes,ACC00571
DEP00233,CUST00516,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,199130,6.5,80,2032-09-11,285419.67,2026-01-14,No,ACC00572
DEP00234,CUST00517,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,208656,6.5,46,2029-01-07,260646.12,2025-03-11,No,ACC00573
DEP00235,CUST00521,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,76299,6.5,34,2021-01-17,90350.73,2018-03-21,Yes,ACC00577
DEP00236,CUST00524,DEP003,Recurring Deposit,Recurring Deposit,Active,123798,6.5,60,2026-04-04,164032.35,2021-04-06,Yes,ACC00580
DEP00237,CUST00527,DEP003,Recurring Deposit,Recurring Deposit,Active,1497216,6.5,73,2032-04-11,2089240.16,2026-03-15,Yes,ACC00584
DEP00238,CUST00531,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,166911,6.5,84,2031-05-16,242855.51,2024-05-19,Yes,ACC00589
DEP00239,CUST00535,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,124835,6.5,66,2031-01-03,169463.51,2025-07-07,Yes,ACC00593
DEP00240,CUST00537,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,356521,6.5,74,2031-02-05,499426.5,2024-12-09,No,ACC00595
DEP00241,CUST00539,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,230257,6.5,50,2022-10-17,292618.27,2018-08-19,Yes,ACC00597
DEP00242,CUST00543,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,102743,6.5,19,2021-04-02,113316.97,2019-09-03,No,ACC00601
DEP00243,CUST00545,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,534886,6.5,68,2028-10-23,731902.34,2023-02-25,Yes,ACC00604
DEP00244,CUST00546,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,186579,6.5,11,2027-05-02,197696.0,2026-06-02,Yes,ACC00605
DEP00245,CUST00549,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,448248,7.0,33,2028-04-02,534535.74,2025-07-04,Yes,ACC00608
DEP00246,CUST00550,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,47596,6.5,60,2028-06-07,63064.7,2023-06-10,No,ACC00609
DEP00247,CUST00551,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,229440,6.5,42,2026-01-10,281637.6,2022-07-14,Yes,ACC00610
DEP00248,CUST00553,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,292222,6.5,58,2027-11-29,384028.41,2023-01-31,No,ACC00612
DEP00249,CUST00554,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,63449,6.5,82,2031-10-08,91630.93,2024-12-11,Yes,ACC00614
DEP00250,CUST00555,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,190743,6.5,83,2033-02-19,276497.87,2026-03-25,Yes,ACC00615
DEP00251,CUST00557,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,237515,6.5,80,2032-02-19,340438.17,2025-06-23,Yes,ACC00617
DEP00252,CUST00559,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,772062,6.5,12,2027-03-06,822246.03,2026-03-07,Yes,ACC00619
DEP00253,CUST00560,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,3261460,6.5,8,2026-03-13,3402789.93,2025-07-13,Yes,ACC00620
DEP00254,CUST00561,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,104452,6.5,77,2031-02-27,148017.19,2024-10-01,No,ACC00621
DEP00255,CUST00564,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,163361,6.5,22,2023-06-23,182828.19,2021-08-24,Yes,ACC00624
DEP00256,CUST00565,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,195870,6.5,31,2028-01-30,228759.84,2025-07-02,Yes,ACC00625
DEP00257,CUST00567,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,105958,6.5,39,2027-08-12,128341.63,2024-05-14,Yes,ACC00627
DEP00258,CUST00569,DEP003,Recurring Deposit,Recurring Deposit,Active,28713,6.5,37,2026-10-15,34467.56,2023-09-17,No,ACC00629
DEP00259,CUST00570,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,310446,6.5,54,2030-05-09,401251.46,2025-11-10,No,ACC00630
DEP00260,CUST00572,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,719983,6.5,23,2027-09-16,809680.88,2025-10-17,No,ACC00632
DEP00261,CUST00573,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,220676,6.5,58,2029-09-06,290005.04,2024-11-08,Yes,ACC00634
DEP00262,CUST00574,DEP003,Recurring Deposit,Recurring Deposit,Active,12566,6.5,71,2030-04-04,17398.67,2024-05-07,Yes,ACC00635
DEP00263,CUST00575,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,114290,6.5,7,2026-04-10,118623.5,2025-09-10,Yes,ACC00636
DEP00264,CUST00578,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,241951,6.5,50,2029-06-02,307479.4,2025-04-04,Yes,ACC00639
DEP00265,CUST00581,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,480409,6.5,79,2031-12-30,685984.02,2025-06-03,No,ACC00642
DEP00266,CUST00584,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,180323,6.5,21,2023-12-23,200834.74,2022-03-25,Yes,ACC00645
DEP00267,CUST00585,DEP003,Recurring Deposit,Recurring Deposit,Active,1159364,6.5,43,2024-10-04,1429399.2,2021-03-07,Yes,ACC00646
DEP00268,CUST00586,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,87993,6.5,58,2025-10-15,115637.47,2020-12-17,No,ACC00648
DEP00269,CUST00587,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,160567,6.5,19,2025-10-28,177092.02,2024-03-30,No,ACC00649
DEP00270,CUST00588,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1824672,6.5,48,2030-07-17,2299086.72,2026-07-19,Yes,ACC00650
DEP00271,CUST00590,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,39595,6.5,79,2027-06-23,56538.36,2020-11-25,Yes,ACC00653
DEP00272,CUST00591,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1360059,6.5,43,2028-11-06,1676839.41,2025-04-09,Yes,ACC00654
DEP00273,CUST00592,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,811607,6.5,36,2022-08-25,969870.37,2019-08-27,No,ACC00656
DEP00274,CUST00593,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,152069,6.5,54,2026-08-06,196549.18,2022-02-07,No,ACC00657
DEP00275,CUST00594,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1027582,6.5,62,2029-10-25,1372678.29,2024-08-28,Yes,ACC00658
DEP00276,CUST00595,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,43386,6.5,43,2025-01-20,53491.32,2021-06-23,No,ACC00659
DEP00277,CUST00596,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,25692,6.5,24,2022-09-14,29031.96,2020-09-15,No,ACC00660
DEP00278,CUST00599,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,334614,6.5,60,2027-03-14,443363.55,2022-03-16,No,ACC00663
DEP00279,CUST00600,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,383753,6.5,49,2029-12-21,485607.44,2025-11-23,No,ACC00664
DEP00280,CUST00603,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,203272,6.5,42,2028-08-24,249516.38,2025-02-25,No,ACC00667
DEP00281,CUST00605,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,246236,6.5,17,2025-02-06,268910.23,2023-09-09,No,ACC00670
DEP00282,CUST00606,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,245299,6.5,37,2023-05-28,294461.01,2020-04-29,No,ACC00672
DEP00283,CUST00607,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,147285,7.0,80,2024-09-13,216018.0,2018-01-16,Yes,ACC00673
DEP00284,CUST00609,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,238516,6.5,34,2025-05-30,282442.7,2022-08-01,Yes,ACC00676
DEP00285,CUST00611,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1865207,6.5,46,2029-03-04,2329954.41,2025-05-06,No,ACC00679
DEP00286,CUST00615,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,659801,6.5,17,2025-08-07,720557.68,2024-03-09,No,ACC00684
DEP00287,CUST00616,DEP003,Recurring Deposit,Recurring Deposit,Active,804018,6.5,32,2027-08-22,943381.12,2024-12-23,Yes,ACC00685
DEP00288,CUST00621,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,1242034,7.0,80,2023-11-20,1821649.87,2017-03-24,Yes,ACC00692
DEP00289,CUST00624,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,57065,6.5,31,2025-07-10,66647.16,2022-12-11,Yes,ACC00695
DEP00290,CUST00626,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,296046,6.5,12,2026-10-13,315288.99,2025-10-14,Yes,ACC00697
DEP00291,CUST00629,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,396682,6.5,13,2026-07-20,424615.02,2025-06-20,Yes,ACC00702
DEP00292,CUST00632,DEP003,Recurring Deposit,Recurring Deposit,Active,519092,6.5,21,2022-05-19,578138.71,2020-08-19,Yes,ACC00705
DEP00293,CUST00635,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,97510,6.5,44,2028-08-23,120749.88,2024-12-25,Yes,ACC00708
DEP00294,CUST00637,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,389246,7.0,47,2022-08-03,495964.28,2018-09-05,Yes,ACC00710
DEP00295,CUST00639,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,319971,6.5,8,2025-12-04,333836.41,2025-04-05,Yes,ACC00712
DEP00296,CUST00640,DEP003,Recurring Deposit,Recurring Deposit,Active,303884,6.5,70,2025-05-14,419106.68,2019-07-17,No,ACC00713
DEP00297,CUST00641,DEP003,Recurring Deposit,Recurring Deposit,Active,242177,6.5,66,2031-06-08,328755.28,2025-12-10,Yes,ACC00714
DEP00298,CUST00642,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,669438,6.5,79,2032-01-07,955901.68,2025-06-11,No,ACC00715
DEP00299,CUST00648,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,131929,6.5,81,2033-03-20,189812.85,2026-06-23,No,ACC00722
DEP00300,CUST00651,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,59358,6.5,10,2026-05-22,62573.22,2025-07-22,Yes,ACC00726
DEP00301,CUST00652,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,2124362,6.5,11,2022-11-03,2250938.57,2021-12-04,Yes,ACC00728
DEP00302,CUST00655,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,350401,6.5,19,2027-08-01,386463.1,2026-01-01,Yes,ACC00731
DEP00303,CUST00659,DEP003,Recurring Deposit,Recurring Deposit,Active,176308,6.5,51,2028-09-13,225013.09,2024-06-16,Yes,ACC00735
DEP00304,CUST00662,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,257874,7.0,64,2027-07-23,354146.96,2022-03-26,No,ACC00738
DEP00305,CUST00663,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,68949,6.5,35,2029-03-30,82020.58,2026-05-01,Yes,ACC00739
DEP00306,CUST00664,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,628658,6.5,26,2023-01-23,717194.0,2020-11-24,Yes,ACC00740
DEP00307,CUST00667,DEP003,Recurring Deposit,Recurring Deposit,Active,930789,6.5,6,2019-01-21,961039.64,2018-07-23,Yes,ACC00743
DEP00308,CUST00670,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,815478,6.5,43,2022-11-20,1005416.42,2019-04-23,No,ACC00746
DEP00309,CUST00674,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,923883,6.5,8,2026-07-12,963917.93,2025-11-11,Yes,ACC00750
DEP00310,CUST00676,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,18145,6.5,77,2031-08-25,25712.98,2025-03-29,Yes,ACC00752
DEP00311,CUST00677,DEP003,Recurring Deposit,Recurring Deposit,Active,57821,6.5,16,2027-11-16,62832.15,2026-07-18,No,ACC00754
DEP00312,CUST00678,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,69880,6.5,34,2029-03-17,82749.57,2026-05-19,No,ACC00755
DEP00313,CUST00681,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,70104,6.5,76,2032-11-03,98963.48,2026-07-08,Yes,ACC00758
DEP00314,CUST00682,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,97261,6.5,73,2029-11-10,135719.62,2023-10-14,Yes,ACC00759
DEP00315,CUST00684,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,194259,6.5,16,2021-06-09,211094.78,2020-02-09,Yes,ACC00761
DEP00316,CUST00685,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,642653,6.5,48,2026-05-12,809742.78,2022-05-14,No,ACC00762
DEP00317,CUST00692,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,178611,6.5,76,2031-09-28,252139.2,2025-06-01,Yes,ACC00770
DEP00318,CUST00694,DEP003,Recurring Deposit,Recurring Deposit,Active,102362,6.5,84,2030-10-24,148936.71,2023-10-28,No,ACC00773
DEP00319,CUST00695,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,109022,6.5,53,2026-05-18,140320.4,2021-12-19,Yes,ACC00774
DEP00320,CUST00696,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,611748,6.5,31,2027-11-03,714470.69,2025-04-05,No,ACC00775
DEP00321,CUST00697,DEP003,Recurring Deposit,Recurring Deposit,Active,394648,6.5,65,2029-04-14,533596.98,2023-11-16,No,ACC00776
DEP00322,CUST00698,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,1663172,6.5,16,2023-03-01,1807313.57,2021-10-31,No,ACC00777
DEP00323,CUST00699,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,54938,6.5,76,2027-12-08,77554.14,2021-08-11,No,ACC00779
DEP00324,CUST00706,DEP003,Recurring Deposit,Recurring Deposit,Active,443304,6.5,47,2022-02-06,556161.81,2018-03-11,Yes,ACC00786
DEP00325,CUST00707,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,37087,6.5,47,2024-01-26,46528.73,2020-02-28,Yes,ACC00787
DEP00326,CUST00711,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,325412,6.5,21,2028-01-16,362427.61,2026-04-18,Yes,ACC00792
DEP00327,CUST00713,DEP003,Recurring Deposit,Recurring Deposit,Active,196096,6.5,6,2026-12-28,202469.12,2026-06-29,No,ACC00794
DEP00328,CUST00715,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,482871,6.5,57,2027-07-20,631957.42,2022-10-22,No,ACC00796
DEP00329,CUST00716,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,141848,6.5,17,2020-06-12,154909.84,2019-01-13,Yes,ACC00798
DEP00330,CUST00725,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1939429,6.5,6,2024-02-21,2002460.44,2023-08-23,Yes,ACC00809
DEP00331,CUST00727,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,454740,6.5,63,2031-03-19,609920.03,2025-12-20,No,ACC00811
DEP00332,CUST00728,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,128979,6.5,17,2027-11-07,140855.82,2026-06-09,Yes,ACC00812
DEP00333,CUST00732,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,36443,6.5,77,2025-01-08,51642.77,2018-08-13,Yes,ACC00816
DEP00334,CUST00735,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,99164,6.5,34,2029-04-08,117426.7,2026-06-10,No,ACC00820
DEP00335,CUST00737,DEP003,Recurring Deposit,Recurring Deposit,Active,66312,6.5,67,2025-08-11,90377.73,2020-01-14,Yes,ACC00822
DEP00336,CUST00738,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,32964,6.5,53,2030-10-30,42427.42,2026-06-02,Yes,ACC00823
DEP00337,CUST00741,DEP003,Recurring Deposit,Recurring Deposit,Active,618208,6.5,9,2025-11-04,648345.64,2025-02-04,Yes,ACC00826
DEP00338,CUST00744,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,897880,6.5,61,2029-05-23,1194554.52,2024-04-25,No,ACC00830
DEP00339,CUST00747,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,133574,6.5,66,2026-01-18,181326.7,2020-07-22,No,ACC00833
DEP00340,CUST00748,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,141082,6.5,55,2030-03-13,183112.68,2025-08-14,Yes,ACC00834
DEP00341,CUST00749,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,119012,6.5,11,2026-03-19,126103.13,2025-04-19,No,ACC00835
DEP00342,CUST00754,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,118105,6.5,31,2025-04-02,137936.8,2022-09-03,No,ACC00842
DEP00343,CUST00755,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,91432,6.5,70,2028-11-27,126099.97,2023-01-30,Yes,ACC00843
DEP00344,CUST00757,DEP002,Senior Citizen Fixed Deposit,Fixed Deposit,Active,90170,7.0,55,2028-09-14,119099.54,2024-02-16,No,ACC00845
DEP00345,CUST00758,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,127280,6.5,17,2027-06-02,139000.37,2026-01-02,No,ACC00846
DEP00346,CUST00759,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,675590,6.5,16,2026-09-17,734141.13,2025-05-19,Yes,ACC00847
DEP00347,CUST00761,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1703563,6.5,58,2030-08-07,2238765.71,2025-10-09,Yes,ACC00849
DEP00348,CUST00763,DEP004,Tax Saving Fixed Deposit,Tax Saving FD,Active,1072442,6.5,72,2026-02-03,1490694.38,2020-02-07,Yes,ACC00851
DEP00349,CUST00764,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,1033849,6.5,6,2026-09-29,1067449.09,2026-03-31,Yes,ACC00853
DEP00350,CUST00768,DEP001,Regular Fixed Deposit,Fixed Deposit,Active,48813,6.5,38,2022-08-31,58860.34,2019-07-03,No,ACC00858
DEP00351,CUST00769,DEP003,Recurring Deposit,Recurring Deposit,Active,1545330,6.5,11,2024-08-26,1637405.91,2023-09-27,Yes,ACC00859
