customer_debit_card_id,customer_id,account_id,debit_card_product_id,card_name,card_number_masked,card_network,card_status,issue_date,expiry_date,international_enabled,daily_atm_limit,daily_pos_limit
DBC00173,CUST00173,ACC00189,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-6400,Visa,Active,2025-09-04,2030-09-04,No,10000,25000
DBC00174,CUST00174,ACC00190,DB003,Classic Debit Card,XXXX-XXXX-XXXX-1547,Visa,Active,2026-05-31,2031-05-31,No,10000,25000
DBC00175,CUST00175,ACC00191,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-7622,Mastercard,Active,2024-03-08,2029-03-08,No,15000,40000
DBC00176,CUST00176,ACC00192,DB007,Business Debit Card,XXXX-XXXX-XXXX-1182,Visa,Active,2023-07-12,2028-07-12,Yes,50000,200000
DBC00177,CUST00177,ACC00193,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-1859,Visa,Active,2024-04-28,2029-04-28,Yes,25000,75000
DBC00178,CUST00178,ACC00194,DB007,Business Debit Card,XXXX-XXXX-XXXX-1034,Visa,Active,2026-03-21,2031-03-21,Yes,50000,200000
DBC00179,CUST00179,ACC00195,DB007,Business Debit Card,XXXX-XXXX-XXXX-4050,Visa,Active,2026-05-13,2031-05-13,Yes,50000,200000
DBC00180,CUST00180,ACC00196,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-6928,Visa,Active,2026-01-27,2031-01-27,Yes,25000,75000
DBC00181,CUST00181,ACC00197,DB007,Business Debit Card,XXXX-XXXX-XXXX-2847,Visa,Active,2018-02-18,2023-02-18,Yes,50000,200000
DBC00182,CUST00182,ACC00198,DB007,Business Debit Card,XXXX-XXXX-XXXX-4319,Visa,Active,2019-11-15,2024-11-15,Yes,50000,200000
DBC00183,CUST00183,ACC00199,DB007,Business Debit Card,XXXX-XXXX-XXXX-2061,Visa,Active,2016-10-12,2021-10-12,Yes,50000,200000
DBC00184,CUST00184,ACC00200,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-1500,RuPay,Active,2025-05-21,2030-05-21,No,10000,20000
DBC00185,CUST00185,ACC00201,DB007,Business Debit Card,XXXX-XXXX-XXXX-7039,Visa,Active,2019-12-10,2024-12-10,Yes,50000,200000
DBC00186,CUST00186,ACC00202,DB003,Classic Debit Card,XXXX-XXXX-XXXX-4216,Visa,Active,2024-01-08,2029-01-08,No,10000,25000
DBC00187,CUST00187,ACC00203,DB003,Classic Debit Card,XXXX-XXXX-XXXX-9042,Visa,Active,2023-04-20,2028-04-20,No,10000,25000
DBC00188,CUST00188,ACC00204,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-9798,RuPay,Active,2026-01-31,2031-01-31,No,10000,20000
DBC00189,CUST00189,ACC00205,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-3089,Visa,Active,2022-04-28,2027-04-28,Yes,25000,100000
DBC00190,CUST00190,ACC00206,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-1078,Visa,Active,2019-08-22,2024-08-22,Yes,25000,75000
DBC00191,CUST00191,ACC00207,DB007,Business Debit Card,XXXX-XXXX-XXXX-1615,Visa,Active,2024-03-06,2029-03-06,Yes,50000,200000
DBC00192,CUST00192,ACC00208,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-5525,RuPay,Active,2026-06-10,2031-06-10,No,10000,20000
DBC00193,CUST00193,ACC00209,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-7423,Mastercard,Active,2024-05-30,2029-05-30,No,15000,40000
DBC00194,CUST00194,ACC00210,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-9291,Visa,Active,2023-02-19,2028-02-19,Yes,25000,75000
DBC00195,CUST00195,ACC00211,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-4124,Visa,Active,2021-11-07,2026-11-07,Yes,25000,100000
DBC00196,CUST00196,ACC00212,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-8696,Mastercard,Active,2026-04-30,2031-04-30,No,15000,40000
DBC00197,CUST00197,ACC00213,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-6646,RuPay,Active,2018-09-30,2023-09-30,No,10000,20000
DBC00198,CUST00198,ACC00214,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-8527,RuPay,Active,2025-11-27,2030-11-27,No,10000,20000
DBC00199,CUST00199,ACC00215,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-5629,Visa,Active,2026-05-11,2031-05-11,No,10000,25000
DBC00200,CUST00200,ACC00216,DB007,Business Debit Card,XXXX-XXXX-XXXX-4095,Visa,Active,2026-01-05,2031-01-05,Yes,50000,200000
DBC00201,CUST00201,ACC00217,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-3826,RuPay,Active,2026-03-15,2031-03-15,No,10000,20000
DBC00202,CUST00202,ACC00218,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-6477,Mastercard,Active,2022-03-06,2027-03-06,No,15000,40000
DBC00203,CUST00203,ACC00219,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-6918,Visa,Active,2024-11-11,2029-11-11,Yes,25000,75000
DBC00204,CUST00204,ACC00220,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-7598,Mastercard,Active,2024-12-26,2029-12-26,No,15000,40000
DBC00205,CUST00205,ACC00221,DB003,Classic Debit Card,XXXX-XXXX-XXXX-3298,Visa,Active,2020-04-28,2025-04-28,No,10000,25000
DBC00206,CUST00206,ACC00222,DB003,Classic Debit Card,XXXX-XXXX-XXXX-1634,Visa,Active,2025-10-31,2030-10-31,No,10000,25000
DBC00207,CUST00207,ACC00223,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-1971,Mastercard,Active,2018-09-24,2023-09-24,No,15000,40000
DBC00208,CUST00208,ACC00224,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8602,Visa,Active,2022-07-26,2027-07-26,No,10000,25000
DBC00209,CUST00209,ACC00225,DB003,Classic Debit Card,XXXX-XXXX-XXXX-9357,Visa,Active,2024-10-16,2029-10-16,No,10000,25000
DBC00210,CUST00210,ACC00226,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7212,Visa,Active,2026-07-04,2031-07-04,No,10000,25000
DBC00211,CUST00211,ACC00227,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-1514,Visa,Active,2025-01-31,2030-01-31,No,10000,25000
DBC00212,CUST00212,ACC00228,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-9717,Visa,Active,2025-09-08,2030-09-08,Yes,25000,75000
DBC00213,CUST00213,ACC00229,DB007,Business Debit Card,XXXX-XXXX-XXXX-5860,Visa,Active,2024-04-24,2029-04-24,Yes,50000,200000
DBC00214,CUST00214,ACC00230,DB007,Business Debit Card,XXXX-XXXX-XXXX-5433,Visa,Active,2021-03-23,2026-03-23,Yes,50000,200000
DBC00215,CUST00215,ACC00231,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-3705,Visa,Active,2024-01-19,2029-01-19,Yes,25000,75000
DBC00216,CUST00216,ACC00233,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8824,Visa,Active,2023-07-06,2028-07-06,No,10000,25000
DBC00217,CUST00217,ACC00234,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-9087,Mastercard,Active,2015-10-22,2020-10-22,No,15000,40000
DBC00218,CUST00218,ACC00235,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-3200,Visa,Active,2024-08-15,2029-08-15,Yes,25000,75000
DBC00219,CUST00219,ACC00236,DB007,Business Debit Card,XXXX-XXXX-XXXX-8185,Visa,Active,2026-07-11,2031-07-11,Yes,50000,200000
DBC00220,CUST00220,ACC00237,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9046,Visa,Active,2023-06-21,2028-06-21,No,10000,25000
DBC00221,CUST00221,ACC00238,DB007,Business Debit Card,XXXX-XXXX-XXXX-5551,Visa,Active,2018-04-08,2023-04-08,Yes,50000,200000
DBC00222,CUST00222,ACC00239,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-4467,Visa,Active,2022-06-18,2027-06-18,Yes,25000,100000
DBC00223,CUST00223,ACC00240,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-8989,Visa,Active,2022-12-12,2027-12-12,Yes,25000,75000
DBC00224,CUST00224,ACC00242,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-2709,Mastercard,Active,2023-07-24,2028-07-24,No,15000,40000
DBC00225,CUST00225,ACC00243,DB007,Business Debit Card,XXXX-XXXX-XXXX-7950,Visa,Active,2025-01-14,2030-01-14,Yes,50000,200000
DBC00226,CUST00226,ACC00244,DB007,Business Debit Card,XXXX-XXXX-XXXX-6985,Visa,Active,2026-06-29,2031-06-29,Yes,50000,200000
DBC00227,CUST00227,ACC00246,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-5341,Visa,Active,2024-04-13,2029-04-13,Yes,25000,75000
DBC00228,CUST00228,ACC00247,DB003,Classic Debit Card,XXXX-XXXX-XXXX-2609,Visa,Active,2020-02-15,2025-02-15,No,10000,25000
DBC00229,CUST00229,ACC00248,DB003,Classic Debit Card,XXXX-XXXX-XXXX-3425,Visa,Active,2022-03-25,2027-03-25,No,10000,25000
DBC00230,CUST00230,ACC00249,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-3627,RuPay,Active,2025-09-25,2030-09-25,No,10000,20000
DBC00231,CUST00231,ACC00250,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-7768,Visa,Active,2026-03-23,2031-03-23,Yes,25000,75000
DBC00232,CUST00232,ACC00251,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-8424,RuPay,Active,2021-09-04,2026-09-04,No,10000,20000
DBC00233,CUST00233,ACC00252,DB007,Business Debit Card,XXXX-XXXX-XXXX-3180,Visa,Active,2025-08-31,2030-08-31,Yes,50000,200000
DBC00234,CUST00234,ACC00254,DB007,Business Debit Card,XXXX-XXXX-XXXX-4947,Visa,Active,2026-02-06,2031-02-06,Yes,50000,200000
DBC00235,CUST00235,ACC00255,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4855,RuPay,Active,2022-01-01,2027-01-01,No,10000,20000
DBC00236,CUST00236,ACC00256,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4543,RuPay,Active,2020-07-31,2025-07-31,No,10000,20000
DBC00237,CUST00237,ACC00257,DB007,Business Debit Card,XXXX-XXXX-XXXX-4482,Visa,Active,2026-04-24,2031-04-24,Yes,50000,200000
DBC00238,CUST00238,ACC00258,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-1703,Visa,Active,2019-12-14,2024-12-14,Yes,25000,75000
DBC00239,CUST00239,ACC00260,DB007,Business Debit Card,XXXX-XXXX-XXXX-2271,Visa,Active,2026-01-01,2031-01-01,Yes,50000,200000
DBC00240,CUST00240,ACC00261,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-5961,Visa,Active,2018-06-06,2023-06-06,Yes,25000,100000
DBC00241,CUST00241,ACC00262,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-1474,Visa,Active,2025-03-10,2030-03-10,Yes,25000,75000
DBC00242,CUST00242,ACC00263,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-8513,Visa,Active,2023-04-08,2028-04-08,Yes,25000,75000
DBC00243,CUST00243,ACC00264,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-8437,Mastercard,Active,2023-12-13,2028-12-13,No,15000,40000
DBC00244,CUST00244,ACC00265,DB003,Classic Debit Card,XXXX-XXXX-XXXX-7134,Visa,Active,2018-06-25,2023-06-25,No,10000,25000
DBC00245,CUST00245,ACC00266,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-9210,RuPay,Active,2020-01-24,2025-01-24,No,10000,20000
DBC00246,CUST00246,ACC00267,DB003,Classic Debit Card,XXXX-XXXX-XXXX-3298,Visa,Active,2022-03-13,2027-03-13,No,10000,25000
DBC00247,CUST00247,ACC00268,DB007,Business Debit Card,XXXX-XXXX-XXXX-1984,Visa,Active,2025-06-07,2030-06-07,Yes,50000,200000
DBC00248,CUST00248,ACC00269,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-6109,Mastercard,Active,2021-03-09,2026-03-09,No,15000,40000
DBC00249,CUST00249,ACC00270,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-6511,Visa,Active,2020-06-07,2025-06-07,Yes,25000,100000
DBC00250,CUST00250,ACC00272,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-9132,Mastercard,Active,2024-09-19,2029-09-19,No,15000,40000
DBC00251,CUST00251,ACC00273,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8880,Visa,Active,2025-09-05,2030-09-05,No,10000,25000
DBC00252,CUST00252,ACC00274,DB007,Business Debit Card,XXXX-XXXX-XXXX-8598,Visa,Active,2025-06-17,2030-06-17,Yes,50000,200000
DBC00253,CUST00253,ACC00275,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-1232,Mastercard,Active,2023-05-29,2028-05-29,No,15000,40000
DBC00254,CUST00254,ACC00276,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-5526,Visa,Active,2025-06-27,2030-06-27,Yes,25000,75000
DBC00255,CUST00255,ACC00277,DB007,Business Debit Card,XXXX-XXXX-XXXX-7776,Visa,Active,2024-07-09,2029-07-09,Yes,50000,200000
DBC00256,CUST00256,ACC00279,DB007,Business Debit Card,XXXX-XXXX-XXXX-7357,Visa,Active,2019-05-06,2024-05-06,Yes,50000,200000
DBC00257,CUST00257,ACC00280,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-3956,Visa,Active,2019-05-01,2024-05-01,Yes,25000,100000
DBC00258,CUST00258,ACC00281,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-9033,Visa,Active,2024-05-10,2029-05-10,Yes,25000,75000
DBC00259,CUST00259,ACC00283,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8645,Visa,Active,2020-03-27,2025-03-27,No,10000,25000
DBC00260,CUST00260,ACC00284,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-5785,Visa,Active,2023-01-21,2028-01-21,Yes,25000,75000
DBC00261,CUST00261,ACC00285,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-6240,Visa,Active,2026-03-30,2031-03-30,No,10000,25000
DBC00262,CUST00262,ACC00286,DB007,Business Debit Card,XXXX-XXXX-XXXX-4601,Visa,Active,2026-06-02,2031-06-02,Yes,50000,200000
DBC00263,CUST00263,ACC00288,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-1212,Mastercard,Active,2021-12-01,2026-12-01,No,15000,40000
DBC00264,CUST00264,ACC00289,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2033,Visa,Active,2019-04-09,2024-04-09,No,10000,25000
DBC00265,CUST00265,ACC00290,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4350,RuPay,Active,2024-09-10,2029-09-10,No,10000,20000
DBC00266,CUST00266,ACC00291,DB007,Business Debit Card,XXXX-XXXX-XXXX-1967,Visa,Active,2025-08-03,2030-08-03,Yes,50000,200000
DBC00267,CUST00267,ACC00293,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-6955,Visa,Active,2019-05-16,2024-05-16,Yes,25000,75000
DBC00268,CUST00268,ACC00294,DB007,Business Debit Card,XXXX-XXXX-XXXX-1845,Visa,Active,2021-10-04,2026-10-04,Yes,50000,200000
DBC00269,CUST00269,ACC00296,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-3285,RuPay,Active,2021-12-02,2026-12-02,No,10000,20000
DBC00270,CUST00270,ACC00297,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-5883,RuPay,Active,2023-07-06,2028-07-06,No,10000,20000
DBC00271,CUST00271,ACC00298,DB007,Business Debit Card,XXXX-XXXX-XXXX-7149,Visa,Active,2016-07-04,2021-07-04,Yes,50000,200000
DBC00272,CUST00272,ACC00300,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-2247,RuPay,Active,2019-08-24,2024-08-24,No,10000,20000
DBC00273,CUST00273,ACC00301,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-3565,RuPay,Active,2022-06-04,2027-06-04,No,10000,20000
DBC00274,CUST00274,ACC00302,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4448,Visa,Active,2025-11-02,2030-11-02,No,10000,25000
DBC00275,CUST00275,ACC00303,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2931,Visa,Active,2025-12-15,2030-12-15,No,10000,25000
DBC00276,CUST00276,ACC00304,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-1077,Visa,Active,2023-07-19,2028-07-19,No,10000,25000
DBC00277,CUST00277,ACC00305,DB003,Classic Debit Card,XXXX-XXXX-XXXX-5071,Visa,Active,2025-09-21,2030-09-21,No,10000,25000
DBC00278,CUST00278,ACC00306,DB003,Classic Debit Card,XXXX-XXXX-XXXX-4286,Visa,Active,2025-04-16,2030-04-16,No,10000,25000
DBC00279,CUST00279,ACC00307,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-2652,Mastercard,Active,2026-07-04,2031-07-04,No,15000,40000
DBC00280,CUST00280,ACC00308,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-4329,Mastercard,Active,2019-10-09,2024-10-09,No,15000,40000
DBC00281,CUST00281,ACC00309,DB007,Business Debit Card,XXXX-XXXX-XXXX-7734,Visa,Active,2018-07-03,2023-07-03,Yes,50000,200000
DBC00282,CUST00282,ACC00311,DB007,Business Debit Card,XXXX-XXXX-XXXX-9974,Visa,Active,2019-08-22,2024-08-22,Yes,50000,200000
DBC00283,CUST00283,ACC00313,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-1069,Visa,Active,2024-11-26,2029-11-26,No,10000,25000
DBC00284,CUST00284,ACC00314,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4128,RuPay,Active,2023-09-12,2028-09-12,No,10000,20000
DBC00285,CUST00285,ACC00315,DB003,Classic Debit Card,XXXX-XXXX-XXXX-6240,Visa,Active,2025-03-05,2030-03-05,No,10000,25000
DBC00286,CUST00286,ACC00316,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9490,Visa,Active,2024-07-16,2029-07-16,No,10000,25000
DBC00287,CUST00287,ACC00317,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-6680,Visa,Active,2025-06-26,2030-06-26,Yes,25000,75000
DBC00288,CUST00288,ACC00318,DB003,Classic Debit Card,XXXX-XXXX-XXXX-9656,Visa,Active,2024-01-03,2029-01-03,No,10000,25000
DBC00289,CUST00289,ACC00319,DB007,Business Debit Card,XXXX-XXXX-XXXX-6948,Visa,Active,2025-11-16,2030-11-16,Yes,50000,200000
DBC00290,CUST00290,ACC00320,DB007,Business Debit Card,XXXX-XXXX-XXXX-8705,Visa,Active,2025-01-10,2030-01-10,Yes,50000,200000
DBC00291,CUST00291,ACC00321,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4904,RuPay,Active,2022-12-04,2027-12-04,No,10000,20000
DBC00292,CUST00292,ACC00322,DB007,Business Debit Card,XXXX-XXXX-XXXX-3124,Visa,Active,2024-12-20,2029-12-20,Yes,50000,200000
DBC00293,CUST00293,ACC00324,DB007,Business Debit Card,XXXX-XXXX-XXXX-5004,Visa,Active,2025-07-02,2030-07-02,Yes,50000,200000
DBC00294,CUST00294,ACC00325,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-4762,RuPay,Active,2020-10-01,2025-10-01,No,10000,20000
DBC00295,CUST00295,ACC00326,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-6573,Visa,Active,2023-07-03,2028-07-03,Yes,25000,75000
DBC00296,CUST00296,ACC00327,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-6286,Mastercard,Active,2026-01-15,2031-01-15,No,15000,40000
DBC00297,CUST00297,ACC00328,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-3517,RuPay,Active,2024-04-24,2029-04-24,No,10000,20000
DBC00298,CUST00298,ACC00329,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-7462,Visa,Active,2026-02-26,2031-02-26,No,10000,25000
DBC00299,CUST00299,ACC00330,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-3673,Visa,Active,2022-06-04,2027-06-04,Yes,25000,75000
DBC00300,CUST00300,ACC00331,DB007,Business Debit Card,XXXX-XXXX-XXXX-2369,Visa,Active,2023-02-06,2028-02-06,Yes,50000,200000
DBC00301,CUST00301,ACC00333,DB007,Business Debit Card,XXXX-XXXX-XXXX-3566,Visa,Active,2026-05-30,2031-05-30,Yes,50000,200000
DBC00302,CUST00302,ACC00334,DB007,Business Debit Card,XXXX-XXXX-XXXX-5844,Visa,Active,2023-12-04,2028-12-04,Yes,50000,200000
DBC00303,CUST00303,ACC00335,DB007,Business Debit Card,XXXX-XXXX-XXXX-5324,Visa,Active,2024-03-02,2029-03-02,Yes,50000,200000
DBC00304,CUST00304,ACC00337,DB003,Classic Debit Card,XXXX-XXXX-XXXX-1978,Visa,Active,2019-10-28,2024-10-28,No,10000,25000
DBC00305,CUST00305,ACC00338,DB007,Business Debit Card,XXXX-XXXX-XXXX-6140,Visa,Active,2026-05-21,2031-05-21,Yes,50000,200000
DBC00306,CUST00306,ACC00339,DB007,Business Debit Card,XXXX-XXXX-XXXX-6339,Visa,Active,2022-05-16,2027-05-16,Yes,50000,200000
DBC00307,CUST00307,ACC00340,DB003,Classic Debit Card,XXXX-XXXX-XXXX-6754,Visa,Active,2015-08-12,2020-08-12,No,10000,25000
DBC00308,CUST00308,ACC00341,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-1744,Visa,Active,2020-04-28,2025-04-28,Yes,25000,100000
DBC00309,CUST00309,ACC00343,DB007,Business Debit Card,XXXX-XXXX-XXXX-7936,Visa,Active,2025-08-02,2030-08-02,Yes,50000,200000
DBC00310,CUST00310,ACC00344,DB007,Business Debit Card,XXXX-XXXX-XXXX-3505,Visa,Active,2019-06-26,2024-06-26,Yes,50000,200000
DBC00311,CUST00311,ACC00345,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-9293,Visa,Active,2021-07-06,2026-07-06,Yes,25000,75000
DBC00312,CUST00312,ACC00346,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-9123,Mastercard,Active,2025-07-04,2030-07-04,No,15000,40000
DBC00313,CUST00313,ACC00347,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-2961,Visa,Active,2023-02-19,2028-02-19,Yes,25000,75000
DBC00314,CUST00314,ACC00348,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-8278,RuPay,Active,2025-01-02,2030-01-02,No,10000,20000
DBC00315,CUST00315,ACC00349,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-2414,Mastercard,Active,2022-03-06,2027-03-06,No,15000,40000
DBC00316,CUST00316,ACC00350,DB003,Classic Debit Card,XXXX-XXXX-XXXX-4020,Visa,Active,2026-04-20,2031-04-20,No,10000,25000
DBC00317,CUST00317,ACC00351,DB007,Business Debit Card,XXXX-XXXX-XXXX-6412,Visa,Active,2021-10-19,2026-10-19,Yes,50000,200000
DBC00318,CUST00318,ACC00352,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-2668,RuPay,Active,2021-11-17,2026-11-17,No,10000,20000
DBC00319,CUST00319,ACC00353,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-2418,Visa,Active,2025-03-27,2030-03-27,No,10000,25000
DBC00320,CUST00320,ACC00354,DB007,Business Debit Card,XXXX-XXXX-XXXX-3369,Visa,Active,2023-01-04,2028-01-04,Yes,50000,200000
DBC00321,CUST00321,ACC00355,DB003,Classic Debit Card,XXXX-XXXX-XXXX-8825,Visa,Active,2025-07-11,2030-07-11,No,10000,25000
DBC00322,CUST00322,ACC00356,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-2034,RuPay,Active,2026-06-20,2031-06-20,No,10000,20000
DBC00323,CUST00323,ACC00357,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-1633,Visa,Active,2026-04-25,2031-04-25,No,10000,25000
DBC00324,CUST00324,ACC00358,DB003,Classic Debit Card,XXXX-XXXX-XXXX-2205,Visa,Active,2026-06-06,2031-06-06,No,10000,25000
DBC00325,CUST00325,ACC00359,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-9633,Visa,Active,2021-11-20,2026-11-20,No,10000,25000
DBC00326,CUST00326,ACC00360,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-1602,Visa,Active,2018-10-21,2023-10-21,Yes,25000,75000
DBC00327,CUST00327,ACC00361,DB007,Business Debit Card,XXXX-XXXX-XXXX-5152,Visa,Active,2024-10-22,2029-10-22,Yes,50000,200000
DBC00328,CUST00328,ACC00362,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-8419,Visa,Active,2025-12-22,2030-12-22,No,10000,25000
DBC00329,CUST00329,ACC00363,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-6944,RuPay,Active,2021-11-29,2026-11-29,No,10000,20000
DBC00330,CUST00330,ACC00364,DB004,RuPay Debit Card,XXXX-XXXX-XXXX-9227,RuPay,Active,2020-06-02,2025-06-02,No,10000,20000
DBC00331,CUST00331,ACC00365,DB006,Women's Advantage Debit Card,XXXX-XXXX-XXXX-4509,Visa,Active,2026-05-06,2031-05-06,Yes,25000,75000
DBC00332,CUST00332,ACC00366,DB007,Business Debit Card,XXXX-XXXX-XXXX-8542,Visa,Active,2023-08-05,2028-08-05,Yes,50000,200000
DBC00333,CUST00333,ACC00367,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-1886,Visa,Active,2022-06-26,2027-06-26,Yes,25000,75000
DBC00334,CUST00334,ACC00369,DB007,Business Debit Card,XXXX-XXXX-XXXX-3719,Visa,Active,2020-05-30,2025-05-30,Yes,50000,200000
DBC00335,CUST00335,ACC00371,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-1935,Visa,Active,2024-11-15,2029-11-15,No,10000,25000
DBC00336,CUST00336,ACC00372,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-8227,Mastercard,Active,2022-02-20,2027-02-20,No,15000,40000
DBC00337,CUST00337,ACC00373,DB003,Classic Debit Card,XXXX-XXXX-XXXX-6719,Visa,Active,2026-01-21,2031-01-21,No,10000,25000
DBC00338,CUST00338,ACC00374,DB002,Platinum Debit Card,XXXX-XXXX-XXXX-3791,Visa,Active,2023-03-31,2028-03-31,Yes,25000,75000
DBC00339,CUST00339,ACC00375,DB001,Millennia Debit Card,XXXX-XXXX-XXXX-9147,Visa,Active,2022-01-22,2027-01-22,Yes,25000,100000
DBC00340,CUST00340,ACC00376,DB003,Classic Debit Card,XXXX-XXXX-XXXX-5360,Visa,Active,2026-05-02,2031-05-02,No,10000,25000
DBC00341,CUST00341,ACC00377,DB008,Titanium Debit Card,XXXX-XXXX-XXXX-8499,Mastercard,Active,2020-11-20,2025-11-20,No,15000,40000
DBC00342,CUST00342,ACC00378,DB003,Classic Debit Card,XXXX-XXXX-XXXX-6823,Visa,Active,2025-10-12,2030-10-12,No,10000,25000
DBC00343,CUST00343,ACC00379,DB005,MoneyBack Debit Card,XXXX-XXXX-XXXX-4010,Visa,Active,2026-04-22,2031-04-22,No,10000,25000
DBC00344,CUST00344,ACC00380,DB007,Business Debit Card,XXXX-XXXX-XXXX-2058,Visa,Active,2021-05-17,2026-05-17,Yes,50000,200000
DBC00345,CUST00345,ACC00381,DB007,Business Debit Card,XXXX-XXXX-XXXX-9886,Visa,Active,2020-04-18,2025-04-18,Yes,50000,200000
