customer_investment_id,customer_id,investment_product_id,investment_product_name,investment_category,provider,investment_type,investment_mode,monthly_amount,initial_investment_amount,total_invested_amount,current_value,start_date,status
INV00418,CUST00244,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2021-01-27,Active
INV00419,CUST00244,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,84400,84400,89944.64,2021-01-27,Active
INV00420,CUST00245,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1482,1482,48906,48918.32,2021-06-11,Active
INV00421,CUST00246,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,18000,23719.66,2023-07-03,Active
INV00422,CUST00246,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,24385,24385,27419.75,2023-07-03,Active
INV00423,CUST00246,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1135,1135,37455,40928.17,2023-07-03,Active
INV00424,CUST00247,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,11613,11613,209034,259422.89,2026-02-22,Active
INV00425,CUST00247,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,22754,22754,29597.35,2026-02-22,Active
INV00426,CUST00247,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3516,3516,38676,41083.9,2026-02-22,Active
INV00427,CUST00248,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,74923,74923,90004.38,2020-08-20,Active
INV00428,CUST00249,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,43787,43787,306509,319710.79,2025-06-21,Active
INV00429,CUST00250,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,25083,25083,451494,498211.21,2024-01-05,Active
INV00430,CUST00250,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,41869,41869,45449.44,2024-01-05,Active
INV00431,CUST00251,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,685,685,18495,18530.27,2026-03-30,Active
INV00432,CUST00252,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2267,2267,13602,14033.08,2023-08-19,Active
INV00433,CUST00253,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,50000,50000,1150000,1478060.01,2020-02-25,Active
INV00434,CUST00253,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,11423,11423,79961,81474.02,2020-02-25,Active
INV00435,CUST00255,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,93722,93722,131944.25,2026-01-02,Active
INV00436,CUST00256,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,15000,19714.65,2017-05-30,Active
INV00437,CUST00256,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,332040,332040,403681.87,2017-05-30,Active
INV00438,CUST00257,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,641,641,6410,6599.95,2023-06-29,Active
INV00439,CUST00257,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,7616,7616,7453.14,2023-06-29,Active
INV00440,CUST00258,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,13500,14264.06,2025-05-04,Active
INV00441,CUST00258,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,2378,2378,73718,76739.32,2025-05-04,Active
INV00442,CUST00259,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,2000,2576.13,2024-09-10,Active
INV00443,CUST00259,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,95449,95449,119832.32,2024-09-10,Active
INV00444,CUST00259,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3540,3540,31860,34383.89,2024-09-10,Active
INV00445,CUST00260,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,77176,77176,91786.67,2024-12-20,Active
INV00446,CUST00261,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,14150,14150,367900,491121.24,2025-06-23,Active
INV00447,CUST00262,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,49407,49407,889326,1108022.16,2025-11-27,Active
INV00448,CUST00262,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,276310,276310,395978.86,2025-11-27,Active
INV00449,CUST00262,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-11-27,Active
INV00450,CUST00262,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,232779,232779,204126.42,2025-11-27,Active
INV00451,CUST00263,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1065,1065,9585,9827.31,2020-07-12,Active
INV00452,CUST00264,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,115302,115302,150560.64,2019-07-08,Active
INV00453,CUST00265,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,6661,6661,179847,192377.24,2025-09-09,Active
INV00454,CUST00265,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,625,625,10625,11815.09,2025-09-09,Active
INV00455,CUST00266,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,4920,4920,24600,27362.16,2025-10-20,Active
INV00456,CUST00267,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,169979,169979,222669.27,2017-05-18,Active
INV00457,CUST00267,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2017-05-18,Active
INV00458,CUST00267,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,70875,70875,91980.92,2017-05-18,Active
INV00459,CUST00268,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,4000,4478.75,2026-06-12,Active
INV00460,CUST00268,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,709348,709348,799103.48,2026-06-12,Active
INV00461,CUST00268,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,23045,23045,506990,562309.17,2026-06-12,Active
INV00462,CUST00268,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2026-06-12,Active
INV00463,CUST00268,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,495168,495168,868743.39,2026-06-12,Active
INV00464,CUST00268,INV011,ETF - Nifty 50,ETF,HDFC Securities,ETF,Lumpsum,0,224134,224134,298995.53,2026-06-12,Active
INV00465,CUST00268,INV013,Wealth Management Service,Wealth Management,HDFC Bank,Portfolio Management,Managed,0,8617166,8617166,10043280.46,2026-06-12,Active
INV00466,CUST00269,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,11875,11875,332500,353488.55,2021-06-08,Active
INV00467,CUST00269,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,137405,137405,137384.55,2021-06-08,Active
INV00468,CUST00270,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,769,769,16149,18141.05,2019-10-24,Active
INV00469,CUST00270,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,108319,108319,155193.73,2019-10-24,Active
INV00470,CUST00270,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,616,616,8008,8915.8,2019-10-24,Active
INV00471,CUST00271,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,5477,5477,49293,59867.64,2020-05-12,Active
INV00472,CUST00271,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,228865,228865,220235.27,2020-05-12,Active
INV00473,CUST00271,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,6841,6841,129979,141637.45,2020-05-12,Active
INV00474,CUST00273,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1729,1729,13832,14216.56,2024-02-22,Active
INV00475,CUST00275,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,35231,35231,986468,1087023.56,2026-03-02,Active
INV00476,CUST00277,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8257,8257,173397,215147.87,2024-12-17,Active
INV00477,CUST00277,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,71573,71573,89343.34,2024-12-17,Active
INV00478,CUST00278,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,6322,6322,6799.12,2026-04-07,Active
INV00479,CUST00279,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,18628,18628,223536,288624.34,2023-09-10,Active
INV00480,CUST00279,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,48580,48580,66565.92,2023-09-10,Active
INV00481,CUST00280,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,4406,4406,44060,44008.85,2021-05-15,Active
INV00482,CUST00280,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2021-05-15,Active
INV00483,CUST00280,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,41868,41868,36626.03,2021-05-15,Active
INV00484,CUST00281,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,3695,3695,103460,101468.22,2026-04-09,Active
INV00485,CUST00282,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,7601,7601,159621,179104.59,2023-01-19,Active
INV00486,CUST00282,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,170229,170229,245125.31,2023-01-19,Active
INV00487,CUST00282,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,7190,7190,136610,146779.59,2023-01-19,Active
INV00488,CUST00282,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2023-01-19,Active
INV00489,CUST00282,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,66360,66360,69830.61,2023-01-19,Active
INV00490,CUST00283,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,24466,24466,171262,183029.65,2025-07-08,Active
INV00491,CUST00283,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3227,3227,64540,66277.56,2025-07-08,Active
INV00492,CUST00283,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-07-08,Active
INV00493,CUST00283,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,109133,109133,169521.01,2025-07-08,Active
INV00494,CUST00284,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,16052,16052,577872,619866.94,2022-03-30,Active
INV00495,CUST00284,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,114459,114459,164707.24,2022-03-30,Active
INV00496,CUST00285,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,4948,4948,138544,162189.41,2024-08-23,Active
INV00497,CUST00285,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,70467,70467,65139.1,2024-08-23,Active
INV00498,CUST00285,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,648,648,10368,11008.72,2024-08-23,Active
INV00499,CUST00287,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,6126,6126,104142,110333.49,2025-03-12,Active
INV00500,CUST00289,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,1500,1710.52,2022-04-29,Active
INV00501,CUST00289,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,85376,85376,87421.32,2022-04-29,Active
INV00502,CUST00290,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8920,8920,35680,36127.22,2024-07-17,Active
INV00503,CUST00290,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,554,554,10526,10690.14,2024-07-17,Active
INV00504,CUST00292,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,1641,1641,27897,34677.67,2025-03-26,Active
INV00505,CUST00292,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,157682,157682,214189.78,2025-03-26,Active
INV00506,CUST00294,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,22748,22748,727936,866950.78,2023-12-27,Active
INV00507,CUST00295,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,12500,15504.94,2026-07-09,Active
INV00508,CUST00295,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,218938,218938,261329.96,2026-07-09,Active
INV00509,CUST00296,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,3296,3296,16480,19085.6,2026-03-26,Active
INV00510,CUST00296,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,108032,108032,150198.67,2026-03-26,Active
INV00511,CUST00297,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,34359,34359,43491.73,2023-04-02,Active
INV00512,CUST00297,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,2389,2389,76448,79989.14,2023-04-02,Active
INV00513,CUST00298,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,14000,14760.41,2024-03-23,Active
INV00514,CUST00298,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,12053,12053,13380.19,2024-03-23,Active
INV00515,CUST00298,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1560,1560,10920,11503.56,2024-03-23,Active
INV00516,CUST00299,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,8181,8181,49086,54181.94,2021-09-30,Active
INV00517,CUST00299,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,81647,81647,106021.93,2021-09-30,Active
INV00518,CUST00299,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,865,865,9515,10306.72,2021-09-30,Active
INV00519,CUST00300,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,10667,10667,181339,224190.61,2022-02-24,Active
INV00520,CUST00300,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,291678,291678,318301.39,2022-02-24,Active
INV00521,CUST00300,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2022-02-24,Active
INV00522,CUST00300,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,124603,124603,113943.87,2022-02-24,Active
INV00523,CUST00301,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,48998,48998,1077956,1382980.01,2022-06-11,Active
INV00524,CUST00302,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,3500,3779.24,2025-01-11,Active
INV00525,CUST00302,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-01-11,Active
INV00526,CUST00302,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,117397,117397,130946.27,2025-01-11,Active
INV00527,CUST00303,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,172841,172841,175602.64,2017-07-20,Active
INV00528,CUST00304,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,792,792,13464,14575.89,2021-08-03,Active
INV00529,CUST00305,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,506,506,18216,21154.83,2024-06-12,Active
INV00530,CUST00305,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,175507,175507,220337.42,2024-06-12,Active
INV00531,CUST00306,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,5045,5045,131170,160663.72,2026-06-13,Active
INV00532,CUST00306,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1318,1318,14498,16142.34,2026-06-13,Active
INV00533,CUST00308,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2329,2329,48909,65638.51,2021-08-19,Active
INV00534,CUST00308,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,672,672,8736,9232.0,2021-08-19,Active
INV00535,CUST00310,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,10000,11429.67,2022-09-16,Active
INV00536,CUST00310,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,584,584,19272,21189.78,2022-09-16,Active
INV00537,CUST00311,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,22093,22093,486046,541573.54,2022-08-02,Active
INV00538,CUST00311,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2022-08-02,Active
INV00539,CUST00311,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,30122,30122,38446.98,2022-08-02,Active
INV00540,CUST00311,INV011,ETF - Nifty 50,ETF,HDFC Securities,ETF,Lumpsum,0,96613,96613,90697.66,2022-08-02,Active
INV00541,CUST00312,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,10500,11765.24,2020-06-27,Active
INV00542,CUST00312,INV001,HDFC Equity Mutual Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,149052,149052,144706.09,2020-06-27,Active
INV00543,CUST00312,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,3621,3621,50694,52674.2,2020-06-27,Active
INV00544,CUST00313,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,24794,24794,743820,800839.2,2024-05-25,Active
INV00545,CUST00313,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2024-05-25,Active
INV00546,CUST00313,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,341807,341807,293194.45,2024-05-25,Active
INV00547,CUST00315,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,10000,13240.01,2024-01-26,Active
INV00548,CUST00316,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,206747,206747,249096.44,2026-06-19,Active
INV00549,CUST00318,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2226,2226,62328,70370.9,2025-09-24,Active
INV00550,CUST00318,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1011,1011,19209,19520.58,2025-09-24,Active
INV00551,CUST00318,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-09-24,Active
INV00552,CUST00318,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,13907,13907,23063.85,2025-09-24,Active
INV00553,CUST00319,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,11008,11008,11502.38,2023-05-15,Active
INV00554,CUST00321,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2351,2351,77583,104324.8,2022-09-18,Active
INV00555,CUST00321,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,68809,68809,79838.38,2022-09-18,Active
INV00556,CUST00322,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,10056,10056,181008,220309.73,2025-12-19,Active
INV00557,CUST00322,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,86601,86601,96242.64,2025-12-19,Active
INV00558,CUST00322,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,4973,4973,34811,35050.91,2025-12-19,Active
INV00559,CUST00323,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,17843,17843,71372,72995.48,2025-11-02,Active
INV00560,CUST00323,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,21249,21249,20569.81,2025-11-02,Active
INV00561,CUST00323,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2025-11-02,Active
INV00562,CUST00323,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,64735,64735,68590.84,2025-11-02,Active
INV00563,CUST00323,INV011,ETF - Nifty 50,ETF,HDFC Securities,ETF,Lumpsum,0,61987,61987,61976.38,2025-11-02,Active
INV00564,CUST00324,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,16500,22239.88,2022-04-24,Active
INV00565,CUST00324,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,90598,90598,119002.3,2022-04-24,Active
INV00566,CUST00324,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1707,1707,40968,41792.0,2022-04-24,Active
INV00567,CUST00325,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2024-02-22,Active
INV00568,CUST00325,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,36724,36724,43629.44,2024-02-22,Active
INV00569,CUST00327,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,13318,13318,319632,385780.23,2023-06-02,Active
INV00570,CUST00327,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,226548,226548,255360.95,2023-06-02,Active
INV00571,CUST00327,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,8614,8614,129210,135794.87,2023-06-02,Active
INV00572,CUST00327,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2023-06-02,Active
INV00573,CUST00327,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,132484,132484,107100.66,2023-06-02,Active
INV00574,CUST00331,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,22658,22658,498476,621748.54,2023-09-30,Active
INV00575,CUST00331,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,53532,53532,50233.55,2023-09-30,Active
INV00576,CUST00332,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,5068,5068,55748,58373.91,2026-04-17,Active
INV00577,CUST00333,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,15057,15057,301140,404823.85,2022-12-12,Active
INV00578,CUST00333,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,65636,65636,79299.89,2022-12-12,Active
INV00579,CUST00333,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,2211,2211,44220,44544.75,2022-12-12,Active
INV00580,CUST00333,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2022-12-12,Active
INV00581,CUST00333,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,44941,44941,51019.6,2022-12-12,Active
INV00582,CUST00334,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,7589,7589,37945,43451.27,2017-06-13,Active
INV00583,CUST00334,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,114076,114076,146127.19,2017-06-13,Active
INV00584,CUST00335,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,9322,9322,102542,133845.41,2021-09-30,Active
INV00585,CUST00336,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,15155,15155,287945,313553.91,2025-12-13,Active
INV00586,CUST00336,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,73236,73236,69532.59,2025-12-13,Active
INV00587,CUST00337,INV004,HDFC Equity SIP,SIP,HDFC Mutual Fund,SIP,Monthly,2587,2587,51740,68957.53,2021-07-05,Active
INV00588,CUST00337,INV008,HDFC 3-in-1 Investment Account,Demat,HDFC Securities,Demat Account,One-Time,0,0,0,0,2021-07-05,Active
INV00589,CUST00337,INV009,Equity Trading Account,Stock / Equity,HDFC Securities,Direct Equity,Lumpsum,0,10803,10803,7723.14,2021-07-05,Active
INV00590,CUST00339,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,3765,3765,109185,127600.3,2024-11-25,Active
INV00591,CUST00339,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,2931,2931,55689,57579.24,2024-11-25,Active
INV00592,CUST00340,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,500,500,6000,7310.48,2026-04-14,Active
INV00593,CUST00340,INV003,HDFC Liquid Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,70947,70947,83859.05,2026-04-14,Active
INV00594,CUST00340,INV007,NPS Tier I,NPS,HDFC Pension,NPS,Monthly,1476,1476,44280,45576.01,2026-04-14,Active
INV00595,CUST00341,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,9992,9992,339728,439207.42,2021-10-29,Active
INV00596,CUST00342,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,14379,14379,18105.27,2020-08-30,Active
INV00597,CUST00343,INV005,HDFC Balanced SIP,SIP,HDFC Mutual Fund,SIP,Monthly,3081,3081,92430,118518.87,2026-07-06,Active
INV00598,CUST00343,INV002,HDFC Balanced Advantage Fund,Mutual Fund,HDFC Mutual Fund,Lumpsum,Lumpsum,0,116062,116062,156661.29,2026-07-06,Active
