account_id,customer_id,account_type,account_product_name,account_number_masked,account_status,opening_date,currency,average_monthly_balance,branch_id
ACC00254,CUST00234,Current,Premium Current Account,XXXXXX4152,Active,2026-02-06,INR,121587.78,BR076
ACC00255,CUST00235,Salary,Premium Salary Account,XXXXXX9851,Active,2022-01-01,INR,11188.87,BR012
ACC00256,CUST00236,Salary,Salary Account,XXXXXX6960,Active,2020-07-31,INR,56163.91,BR023
ACC00257,CUST00237,Savings,Regular Savings Account,XXXXXX6615,Active,2026-04-24,INR,139049.3,BR063
ACC00258,CUST00238,Savings,Savings Max,XXXXXX6739,Active,2019-12-14,INR,216761.67,BR050
ACC00259,CUST00238,Current,Business Current Account,XXXXXX7297,Active,2021-09-30,INR,215765.18,BR050
ACC00260,CUST00239,Savings,Digital Savings Account,XXXXXX6914,Active,2026-01-01,INR,355817.09,BR005
ACC00261,CUST00240,Savings,Regular Savings Account,XXXXXX1647,Active,2018-06-06,INR,895880.17,BR013
ACC00262,CUST00241,Salary,Salary Account,XXXXXX3117,Active,2025-03-10,INR,96673.92,BR022
ACC00263,CUST00242,Salary,Salary Account,XXXXXX9173,Active,2023-04-08,INR,124256.74,BR027
ACC00264,CUST00243,Savings,Savings Max,XXXXXX2268,Active,2023-12-13,INR,5000,BR027
ACC00265,CUST00244,Savings,Digital Savings Account,XXXXXX3182,Active,2018-06-25,INR,48916.06,BR057
ACC00266,CUST00245,Savings,Savings Max,XXXXXX5723,Active,2020-01-24,INR,97104.56,BR046
ACC00267,CUST00246,Salary,Salary Account,XXXXXX9243,Active,2022-03-13,INR,41498.58,BR061
ACC00268,CUST00247,Current,Premium Current Account,XXXXXX3828,Active,2025-06-07,INR,63288.1,BR013
ACC00269,CUST00248,Salary,Salary Account,XXXXXX1259,Active,2021-03-09,INR,183309.0,BR001
ACC00270,CUST00249,Savings,Savings Max,XXXXXX5806,Active,2020-06-07,INR,292234.07,BR023
ACC00271,CUST00249,Current,Business Current Account,XXXXXX4836,Active,2024-01-15,INR,564009.45,BR023
ACC00272,CUST00250,Savings,Millennia Savings Account,XXXXXX4424,Active,2024-09-19,INR,481840.18,BR016
ACC00273,CUST00251,Savings,Savings Max,XXXXXX1672,Active,2025-09-05,INR,52131.12,BR070
ACC00274,CUST00252,Current,Business Current Account,XXXXXX8498,Active,2025-06-17,INR,72534.43,BR040
ACC00275,CUST00253,Savings,Regular Savings Account,XXXXXX7168,Active,2023-05-29,INR,71808.16,BR005
ACC00276,CUST00254,Salary,Savings Account,XXXXXX2101,Active,2025-06-27,INR,110462.69,BR074
ACC00277,CUST00255,Current,Premium Current Account,XXXXXX9114,Active,2024-07-09,INR,175492.32,BR058
ACC00278,CUST00255,Savings,Millennia Savings Account,XXXXXX1702,Active,2026-05-29,INR,114055.43,BR058
ACC00279,CUST00256,Current,Premium Current Account,XXXXXX4915,Active,2019-05-06,INR,478304.76,BR057
ACC00280,CUST00257,Salary,Savings Account,XXXXXX4356,Active,2019-05-01,INR,63192.42,BR024
ACC00281,CUST00258,Savings,Savings Max,XXXXXX7770,Active,2024-05-10,INR,66249.23,BR016
ACC00282,CUST00258,Current,Business Current Account,XXXXXX8707,Active,2024-12-07,INR,282689.37,BR016
ACC00283,CUST00259,Salary,Salary Account,XXXXXX3680,Active,2020-03-27,INR,133956.15,BR046
ACC00284,CUST00260,Savings,Millennia Savings Account,XXXXXX7521,Active,2023-01-21,INR,89796.1,BR044
ACC00285,CUST00261,Savings,Digital Savings Account,XXXXXX4108,Active,2026-03-30,INR,253263.95,BR077
ACC00286,CUST00262,Current,Premium Current Account,XXXXXX2092,Active,2026-06-02,INR,329254.62,BR033
ACC00287,CUST00262,Savings,Millennia Savings Account,XXXXXX7488,Active,2026-08-02,INR,450138.01,BR033
ACC00288,CUST00263,Savings,Regular Savings Account,XXXXXX6168,Active,2021-12-01,INR,37000.06,BR002
ACC00289,CUST00264,Savings,Digital Savings Account,XXXXXX3720,Active,2019-04-09,INR,112707.63,BR060
ACC00290,CUST00265,Savings,Regular Savings Account,XXXXXX4220,Active,2024-09-10,INR,10499.0,BR002
ACC00291,CUST00266,Current,Business Current Account,XXXXXX9082,Active,2025-08-03,INR,115762.44,BR075
ACC00292,CUST00266,Savings,Savings Max,XXXXXX3208,Active,2025-08-20,INR,192892.64,BR075
ACC00293,CUST00267,Savings,Millennia Savings Account,XXXXXX7786,Active,2019-05-16,INR,296438.66,BR042
ACC00294,CUST00268,Savings,Savings Max,XXXXXX1991,Active,2021-10-04,INR,697627.08,BR039
ACC00295,CUST00268,Current,Business Current Account,XXXXXX6243,Active,2024-08-11,INR,2233636.8,BR039
ACC00296,CUST00269,Savings,Digital Savings Account,XXXXXX3878,Active,2021-12-02,INR,164034.58,BR004
ACC00297,CUST00270,Salary,Savings Account,XXXXXX6140,Active,2023-07-06,INR,228303.06,BR055
ACC00298,CUST00271,Current,Premium Current Account,XXXXXX2556,Active,2016-07-04,INR,120069.05,BR010
ACC00299,CUST00271,Savings,Regular Savings Account,XXXXXX7360,Active,2021-02-15,INR,218615.35,BR010
ACC00300,CUST00272,Salary,Premium Salary Account,XXXXXX4618,Active,2019-08-24,INR,179805.7,BR070
ACC00301,CUST00273,Savings,Regular Savings Account,XXXXXX3717,Active,2022-06-04,INR,53481.47,BR067
ACC00302,CUST00274,Savings,Savings Max,XXXXXX6812,Active,2025-11-02,INR,34536.21,BR056
ACC00303,CUST00275,Savings,Millennia Savings Account,XXXXXX1454,Active,2025-12-15,INR,158766.01,BR012
ACC00304,CUST00276,Savings,Savings Max,XXXXXX3175,Active,2023-07-19,INR,70100.44,BR015
ACC00305,CUST00277,Salary,Salary Account,XXXXXX5286,Active,2025-09-21,INR,89487.73,BR016
ACC00306,CUST00278,Savings,Millennia Savings Account,XXXXXX2541,Active,2025-04-16,INR,34411.56,BR043
ACC00307,CUST00279,Savings,Millennia Savings Account,XXXXXX2119,Active,2026-07-04,INR,132968.4,BR032
ACC00308,CUST00280,Salary,Savings Account,XXXXXX5556,Active,2019-10-09,INR,13487.76,BR060
ACC00309,CUST00281,Savings,Millennia Savings Account,XXXXXX7141,Active,2018-07-03,INR,193324.61,BR064
ACC00310,CUST00281,Current,Premium Current Account,XXXXXX8871,Active,2026-03-27,INR,101076.07,BR064
ACC00311,CUST00282,Savings,Digital Savings Account,XXXXXX8512,Active,2019-08-22,INR,939057.37,BR055
ACC00312,CUST00282,Current,Premium Current Account,XXXXXX1385,Active,2022-12-08,INR,464940.28,BR055
ACC00313,CUST00283,Savings,Millennia Savings Account,XXXXXX6291,Active,2024-11-26,INR,168969.99,BR060
ACC00314,CUST00284,Salary,Savings Account,XXXXXX5373,Active,2023-09-12,INR,149720.83,BR057
ACC00315,CUST00285,Salary,Salary Account,XXXXXX7171,Active,2025-03-05,INR,96303.2,BR035
ACC00316,CUST00286,Savings,Regular Savings Account,XXXXXX4626,Active,2024-07-16,INR,32091.64,BR001
ACC00317,CUST00287,Savings,Millennia Savings Account,XXXXXX9285,Active,2025-06-26,INR,108551.65,BR020
ACC00318,CUST00288,Savings,Millennia Savings Account,XXXXXX7519,Active,2024-01-03,INR,67071.32,BR060
ACC00319,CUST00289,Current,Regular Current Account,XXXXXX6964,Active,2025-11-16,INR,152065.53,BR053
ACC00320,CUST00290,Current,Premium Current Account,XXXXXX6642,Active,2025-01-10,INR,73552.6,BR024
ACC00321,CUST00291,Savings,Digital Savings Account,XXXXXX1502,Active,2022-12-04,INR,83112.28,BR039
ACC00322,CUST00292,Savings,Savings Max,XXXXXX5628,Active,2024-12-20,INR,223848.96,BR061
ACC00323,CUST00292,Current,Business Current Account,XXXXXX4469,Active,2026-08-17,INR,131775.17,BR061
ACC00324,CUST00293,Current,Business Current Account,XXXXXX1917,Active,2025-07-02,INR,49380.0,BR063
ACC00325,CUST00294,Savings,Savings Max,XXXXXX6493,Active,2020-10-01,INR,35949.0,BR060
ACC00326,CUST00295,Savings,Millennia Savings Account,XXXXXX6272,Active,2023-07-03,INR,117243.69,BR046
ACC00327,CUST00296,Savings,Millennia Savings Account,XXXXXX6485,Active,2026-01-15,INR,210774.12,BR059
ACC00328,CUST00297,Salary,Savings Account,XXXXXX1826,Active,2024-04-24,INR,142768.55,BR001
ACC00329,CUST00298,Savings,Regular Savings Account,XXXXXX8231,Active,2026-02-26,INR,62627.05,BR067
ACC00330,CUST00299,Savings,Savings Max,XXXXXX3622,Active,2022-06-04,INR,65289.16,BR045
ACC00331,CUST00300,Current,Business Current Account,XXXXXX2054,Active,2023-02-06,INR,47727.83,BR021
ACC00332,CUST00300,Savings,Digital Savings Account,XXXXXX2240,Active,2025-02-11,INR,437526.77,BR021
ACC00333,CUST00301,Current,Premium Current Account,XXXXXX7716,Active,2026-05-30,INR,114463.23,BR069
ACC00334,CUST00302,Current,Premium Current Account,XXXXXX7293,Active,2023-12-04,INR,220467.58,BR068
ACC00335,CUST00303,Savings,Digital Savings Account,XXXXXX8416,Active,2024-03-02,INR,412822.9,BR048
ACC00336,CUST00303,Current,Regular Current Account,XXXXXX9769,Active,2024-11-16,INR,721877.58,BR048
ACC00337,CUST00304,Savings,Savings Max,XXXXXX1663,Active,2019-10-28,INR,53619.69,BR006
ACC00338,CUST00305,Current,Regular Current Account,XXXXXX8738,Active,2026-05-21,INR,305374.74,BR044
ACC00339,CUST00306,Savings,Millennia Savings Account,XXXXXX9168,Active,2022-05-16,INR,63390.96,BR024
ACC00340,CUST00307,Savings,Savings Max,XXXXXX5985,Active,2015-08-12,INR,83836.45,BR020
ACC00341,CUST00308,Salary,Savings Account,XXXXXX7077,Active,2020-04-28,INR,102071.13,BR041
ACC00342,CUST00308,Savings,Millennia Savings Account,XXXXXX1393,Active,2024-03-28,INR,36492.29,BR041
ACC00343,CUST00309,Current,Business Current Account,XXXXXX9452,Active,2025-08-02,INR,105826.24,BR069
ACC00344,CUST00310,Current,Premium Current Account,XXXXXX1348,Active,2019-06-26,INR,15401.71,BR016
ACC00345,CUST00311,Salary,Savings Account,XXXXXX6440,Active,2021-07-06,INR,494536.43,BR072
ACC00346,CUST00312,Salary,Premium Salary Account,XXXXXX9908,Active,2025-07-04,INR,216826.23,BR046
ACC00347,CUST00313,Savings,Digital Savings Account,XXXXXX9283,Active,2023-02-19,INR,493075.2,BR073
ACC00348,CUST00314,Savings,Millennia Savings Account,XXXXXX4102,Active,2025-01-02,INR,5000,BR056
ACC00349,CUST00315,Salary,Premium Salary Account,XXXXXX6333,Active,2022-03-06,INR,44469.0,BR040
ACC00350,CUST00316,Savings,Savings Max,XXXXXX6027,Active,2026-04-20,INR,103488.25,BR008
ACC00351,CUST00317,Current,Business Current Account,XXXXXX1074,Active,2021-10-19,INR,8575.86,BR055
ACC00352,CUST00318,Salary,Premium Salary Account,XXXXXX9749,Active,2021-11-17,INR,77179.0,BR075
ACC00353,CUST00319,Savings,Millennia Savings Account,XXXXXX6889,Active,2025-03-27,INR,30026.88,BR009
ACC00354,CUST00320,Current,Business Current Account,XXXXXX3159,Active,2023-01-04,INR,81398.09,BR043
ACC00355,CUST00321,Salary,Savings Account,XXXXXX2053,Active,2025-07-11,INR,86179.57,BR034
ACC00356,CUST00322,Salary,Premium Salary Account,XXXXXX9575,Active,2026-06-20,INR,137599.42,BR077
ACC00357,CUST00323,Savings,Digital Savings Account,XXXXXX9074,Active,2026-04-25,INR,125245.58,BR066
ACC00358,CUST00324,Salary,Premium Salary Account,XXXXXX6930,Active,2026-06-06,INR,39680.11,BR048
ACC00359,CUST00325,Savings,Digital Savings Account,XXXXXX2999,Active,2021-11-20,INR,79453.45,BR065
ACC00360,CUST00326,Savings,Millennia Savings Account,XXXXXX7339,Active,2018-10-21,INR,100976.36,BR037
ACC00361,CUST00327,Savings,Savings Max,XXXXXX2142,Active,2024-10-22,INR,602226.49,BR054
ACC00362,CUST00328,Savings,Regular Savings Account,XXXXXX8016,Active,2025-12-22,INR,62371.09,BR073
ACC00363,CUST00329,Savings,Regular Savings Account,XXXXXX9224,Active,2021-11-29,INR,5047.43,BR030
ACC00364,CUST00330,Salary,Savings Account,XXXXXX6736,Active,2020-06-02,INR,13570.16,BR074
ACC00365,CUST00331,Salary,Premium Salary Account,XXXXXX6672,Active,2026-05-06,INR,149743.96,BR039
ACC00366,CUST00332,Current,Regular Current Account,XXXXXX3984,Active,2023-08-05,INR,211071.42,BR064
ACC00367,CUST00333,Salary,Savings Account,XXXXXX3776,Active,2022-06-26,INR,136857.16,BR042
ACC00368,CUST00333,Savings,Regular Savings Account,XXXXXX7950,Active,2025-08-03,INR,120786.04,BR042
ACC00369,CUST00334,Current,Premium Current Account,XXXXXX6275,Active,2020-05-30,INR,123758.87,BR005
ACC00370,CUST00334,Savings,Savings Max,XXXXXX9764,Active,2023-07-22,INR,197857.14,BR005
ACC00371,CUST00335,Savings,Savings Max,XXXXXX2869,Active,2024-11-15,INR,23327.6,BR025
ACC00372,CUST00336,Salary,Savings Account,XXXXXX4585,Active,2022-02-20,INR,101297.08,BR029
ACC00373,CUST00337,Savings,Savings Max,XXXXXX2285,Active,2026-01-21,INR,15718.67,BR041
ACC00374,CUST00338,Savings,Savings Max,XXXXXX9773,Active,2023-03-31,INR,157224.32,BR038
ACC00375,CUST00339,Salary,Salary Account,XXXXXX1352,Active,2022-01-22,INR,88765.87,BR029
ACC00376,CUST00340,Savings,Savings Max,XXXXXX6318,Active,2026-05-02,INR,57754.13,BR055
ACC00377,CUST00341,Salary,Premium Salary Account,XXXXXX8313,Active,2020-11-20,INR,104695.85,BR039
ACC00378,CUST00342,Salary,Premium Salary Account,XXXXXX5451,Active,2025-10-12,INR,222581.71,BR048
ACC00379,CUST00343,Salary,Savings Account,XXXXXX6542,Active,2026-04-22,INR,68821.27,BR062
ACC00380,CUST00344,Current,Regular Current Account,XXXXXX7882,Active,2021-05-17,INR,162450.58,BR065
ACC00381,CUST00345,Savings,Millennia Savings Account,XXXXXX2116,Active,2020-04-18,INR,117079.3,BR048
ACC00382,CUST00346,Salary,Salary Account,XXXXXX3937,Active,2018-01-06,INR,68323.88,BR063
ACC00383,CUST00347,Current,Business Current Account,XXXXXX9626,Active,2023-07-13,INR,55180.81,BR046
ACC00384,CUST00348,Current,Premium Current Account,XXXXXX6189,Active,2024-12-05,INR,43629.98,BR047
ACC00385,CUST00349,Savings,Regular Savings Account,XXXXXX8295,Active,2026-07-09,INR,844101.91,BR017
ACC00386,CUST00349,Current,Regular Current Account,XXXXXX4867,Active,2026-08-16,INR,785576.18,BR017
ACC00387,CUST00350,Savings,Millennia Savings Account,XXXXXX3475,Active,2023-10-10,INR,7636.52,BR018
ACC00388,CUST00351,Savings,Digital Savings Account,XXXXXX1932,Active,2023-09-21,INR,87897.03,BR015
ACC00389,CUST00352,Savings,Regular Savings Account,XXXXXX5746,Active,2021-07-12,INR,104175.85,BR038
ACC00390,CUST00352,Current,Business Current Account,XXXXXX5571,Active,2025-09-18,INR,124175.57,BR038
ACC00391,CUST00353,Current,Business Current Account,XXXXXX9796,Active,2024-11-17,INR,136351.47,BR029
ACC00392,CUST00354,Savings,Savings Max,XXXXXX2922,Active,2023-09-01,INR,89082.69,BR007
ACC00393,CUST00355,Savings,Millennia Savings Account,XXXXXX1774,Active,2026-05-04,INR,108403.8,BR007
ACC00394,CUST00356,Savings,Regular Savings Account,XXXXXX9845,Active,2026-04-25,INR,117363.59,BR048
ACC00395,CUST00357,Savings,Regular Savings Account,XXXXXX7970,Active,2024-04-02,INR,1034202.91,BR003
ACC00396,CUST00358,Savings,Regular Savings Account,XXXXXX1361,Active,2025-01-24,INR,16435.04,BR072
ACC00397,CUST00359,Salary,Salary Account,XXXXXX1839,Active,2022-04-11,INR,14011.63,BR013
ACC00398,CUST00360,Savings,Regular Savings Account,XXXXXX8846,Active,2024-02-06,INR,9754.6,BR027
ACC00399,CUST00361,Savings,Millennia Savings Account,XXXXXX1657,Active,2025-01-09,INR,87349.27,BR019
ACC00400,CUST00362,Current,Premium Current Account,XXXXXX1225,Active,2024-10-26,INR,119782.66,BR024
ACC00401,CUST00363,Salary,Savings Account,XXXXXX1981,Active,2022-09-15,INR,34109.62,BR055
ACC00402,CUST00364,Savings,Digital Savings Account,XXXXXX8972,Active,2024-06-18,INR,865145.2,BR069
ACC00403,CUST00365,Savings,Savings Max,XXXXXX7912,Active,2025-08-10,INR,246039.37,BR064
ACC00404,CUST00366,Savings,Digital Savings Account,XXXXXX7902,Active,2024-07-07,INR,71132.85,BR001
ACC00405,CUST00367,Salary,Salary Account,XXXXXX2369,Active,2022-04-21,INR,137480.74,BR024
ACC00406,CUST00368,Salary,Savings Account,XXXXXX2076,Active,2020-10-08,INR,744189.47,BR017
ACC00407,CUST00369,Savings,Millennia Savings Account,XXXXXX5831,Active,2025-03-29,INR,5000,BR024
ACC00408,CUST00370,Savings,Millennia Savings Account,XXXXXX7444,Active,2022-01-31,INR,75688.14,BR026
ACC00409,CUST00371,Salary,Salary Account,XXXXXX2170,Active,2021-08-07,INR,127643.31,BR036
ACC00410,CUST00372,Salary,Salary Account,XXXXXX2169,Active,2019-07-15,INR,57868.72,BR016
ACC00411,CUST00373,Savings,Millennia Savings Account,XXXXXX6387,Active,2026-06-08,INR,43396.4,BR054
ACC00412,CUST00374,Current,Business Current Account,XXXXXX6138,Active,2024-06-05,INR,75241.45,BR001
ACC00413,CUST00375,Savings,Millennia Savings Account,XXXXXX6751,Active,2016-12-19,INR,552728.16,BR069
ACC00414,CUST00375,Current,Regular Current Account,XXXXXX6334,Active,2019-07-08,INR,644634.64,BR069
ACC00415,CUST00376,Savings,Millennia Savings Account,XXXXXX4317,Active,2020-04-11,INR,5000,BR049
ACC00416,CUST00377,Current,Regular Current Account,XXXXXX3139,Active,2025-10-28,INR,411565.04,BR023
ACC00417,CUST00378,Savings,Millennia Savings Account,XXXXXX8583,Active,2025-11-18,INR,218746.94,BR035
ACC00418,CUST00379,Current,Business Current Account,XXXXXX8685,Active,2026-01-18,INR,802835.47,BR054
ACC00419,CUST00380,Savings,Digital Savings Account,XXXXXX1982,Active,2025-09-14,INR,421187.13,BR006
ACC00420,CUST00381,Savings,Regular Savings Account,XXXXXX6672,Active,2023-01-02,INR,107206.01,BR041
ACC00421,CUST00382,Salary,Premium Salary Account,XXXXXX5070,Active,2025-09-02,INR,336819.64,BR071
ACC00422,CUST00383,Current,Premium Current Account,XXXXXX4101,Active,2020-12-02,INR,417963.43,BR018
ACC00423,CUST00384,Savings,Regular Savings Account,XXXXXX4653,Active,2021-03-16,INR,149151.09,BR011
ACC00424,CUST00385,Salary,Salary Account,XXXXXX9459,Active,2020-10-08,INR,135127.01,BR059
ACC00425,CUST00386,Salary,Premium Salary Account,XXXXXX4250,Active,2024-02-01,INR,194329.36,BR049
ACC00426,CUST00387,Salary,Salary Account,XXXXXX4481,Active,2017-06-19,INR,24670.36,BR006
ACC00427,CUST00388,Salary,Salary Account,XXXXXX8352,Active,2023-07-23,INR,57488.48,BR076
ACC00428,CUST00389,Savings,Savings Max,XXXXXX2835,Active,2023-06-30,INR,49917.0,BR047
ACC00429,CUST00390,Salary,Salary Account,XXXXXX4301,Active,2021-06-12,INR,42335.72,BR047
ACC00430,CUST00391,Savings,Millennia Savings Account,XXXXXX1960,Active,2023-09-12,INR,195720.79,BR053
ACC00431,CUST00392,Current,Business Current Account,XXXXXX9176,Active,2023-05-10,INR,124282.23,BR051
ACC00432,CUST00393,Salary,Savings Account,XXXXXX1406,Active,2021-02-19,INR,41196.98,BR028
ACC00433,CUST00394,Current,Business Current Account,XXXXXX6826,Active,2024-04-12,INR,46328.5,BR062
ACC00434,CUST00395,Current,Regular Current Account,XXXXXX3508,Active,2023-02-06,INR,63366.17,BR064
ACC00435,CUST00396,Savings,Digital Savings Account,XXXXXX8095,Active,2019-08-20,INR,44107.27,BR047
ACC00436,CUST00397,Salary,Salary Account,XXXXXX5025,Active,2022-06-19,INR,79708.96,BR080
ACC00437,CUST00398,Savings,Digital Savings Account,XXXXXX6049,Active,2020-09-07,INR,123558.75,BR060
ACC00438,CUST00398,Current,Business Current Account,XXXXXX7507,Active,2026-07-01,INR,193515.03,BR060
ACC00439,CUST00399,Savings,Savings Max,XXXXXX2983,Active,2026-06-16,INR,68920.79,BR077
ACC00440,CUST00400,Salary,Savings Account,XXXXXX3127,Active,2020-03-26,INR,151978.16,BR074
ACC00441,CUST00401,Salary,Salary Account,XXXXXX8985,Active,2024-07-19,INR,112069.14,BR029
ACC00442,CUST00402,Current,Regular Current Account,XXXXXX3742,Active,2025-03-17,INR,18593.13,BR063
ACC00443,CUST00403,Salary,Salary Account,XXXXXX7672,Active,2025-12-17,INR,424422.49,BR016
ACC00444,CUST00403,Savings,Millennia Savings Account,XXXXXX4084,Active,2026-05-22,INR,1220725.38,BR016
ACC00445,CUST00404,Current,Premium Current Account,XXXXXX9954,Active,2024-02-17,INR,15788.24,BR023
ACC00446,CUST00405,Current,Regular Current Account,XXXXXX9993,Active,2021-07-05,INR,109954.27,BR005
ACC00447,CUST00406,Salary,Salary Account,XXXXXX2167,Active,2026-02-16,INR,16248.76,BR072
ACC00448,CUST00407,Salary,Savings Account,XXXXXX4173,Active,2019-04-24,INR,78871.61,BR003
ACC00449,CUST00408,Salary,Premium Salary Account,XXXXXX2889,Active,2023-12-02,INR,25107.38,BR059
ACC00450,CUST00409,Savings,Digital Savings Account,XXXXXX1861,Active,2024-12-18,INR,100867.72,BR006
ACC00451,CUST00410,Current,Premium Current Account,XXXXXX7403,Active,2025-05-10,INR,673887.14,BR062
ACC00452,CUST00411,Salary,Premium Salary Account,XXXXXX8833,Active,2026-06-26,INR,132821.93,BR040
ACC00453,CUST00412,Savings,Digital Savings Account,XXXXXX1496,Active,2025-11-05,INR,126271.88,BR059
ACC00454,CUST00413,Salary,Premium Salary Account,XXXXXX7984,Active,2023-10-23,INR,105921.13,BR078
ACC00455,CUST00414,Salary,Premium Salary Account,XXXXXX3871,Active,2019-01-11,INR,105593.67,BR037
ACC00456,CUST00415,Savings,Regular Savings Account,XXXXXX6471,Active,2024-04-28,INR,164610.07,BR002
ACC00457,CUST00416,Salary,Premium Salary Account,XXXXXX7843,Active,2024-03-05,INR,67106.7,BR046
ACC00458,CUST00417,Current,Premium Current Account,XXXXXX3606,Active,2022-12-05,INR,197905.38,BR058
ACC00459,CUST00418,Salary,Salary Account,XXXXXX2166,Active,2024-05-21,INR,72179.74,BR072
ACC00460,CUST00419,Salary,Savings Account,XXXXXX3165,Active,2024-08-14,INR,94332.79,BR035
ACC00461,CUST00420,Savings,Regular Savings Account,XXXXXX1949,Active,2026-01-04,INR,27295.74,BR054
ACC00462,CUST00421,Savings,Regular Savings Account,XXXXXX4852,Active,2024-03-25,INR,17417.8,BR012
ACC00463,CUST00422,Savings,Regular Savings Account,XXXXXX2556,Active,2026-07-06,INR,34309.25,BR077
ACC00464,CUST00423,Salary,Premium Salary Account,XXXXXX7589,Active,2024-04-08,INR,177708.83,BR026
ACC00465,CUST00424,Salary,Salary Account,XXXXXX5957,Active,2022-06-25,INR,131742.18,BR003
ACC00466,CUST00425,Savings,Digital Savings Account,XXXXXX4853,Active,2022-03-02,INR,208583.52,BR075
ACC00467,CUST00426,Savings,Digital Savings Account,XXXXXX4770,Active,2026-01-24,INR,8586.83,BR018
ACC00468,CUST00427,Savings,Savings Max,XXXXXX9767,Active,2020-12-25,INR,709516.55,BR014
ACC00469,CUST00427,Current,Regular Current Account,XXXXXX9552,Active,2023-05-26,INR,414500.67,BR014
ACC00470,CUST00428,Savings,Regular Savings Account,XXXXXX8247,Active,2018-07-26,INR,78275.59,BR026
ACC00471,CUST00429,Current,Business Current Account,XXXXXX6359,Active,2025-10-20,INR,1198108.01,BR068
ACC00472,CUST00429,Savings,Regular Savings Account,XXXXXX6807,Active,2026-06-02,INR,919249.15,BR068
ACC00473,CUST00430,Savings,Digital Savings Account,XXXXXX1134,Active,2026-04-04,INR,32625.58,BR033
ACC00474,CUST00431,Salary,Salary Account,XXXXXX9612,Active,2025-09-08,INR,209689.03,BR018
ACC00475,CUST00432,Savings,Millennia Savings Account,XXXXXX9857,Active,2024-08-13,INR,685128.59,BR045
ACC00476,CUST00433,Salary,Savings Account,XXXXXX3569,Active,2019-04-05,INR,163662.48,BR008
ACC00477,CUST00434,Savings,Digital Savings Account,XXXXXX3406,Active,2020-08-22,INR,1027961.79,BR070
ACC00478,CUST00435,Savings,Regular Savings Account,XXXXXX3205,Active,2021-01-24,INR,101647.12,BR030
ACC00479,CUST00436,Salary,Salary Account,XXXXXX9334,Active,2023-07-28,INR,183225.79,BR006
ACC00480,CUST00437,Savings,Savings Max,XXXXXX5325,Active,2025-08-02,INR,15507.38,BR008
ACC00481,CUST00438,Salary,Premium Salary Account,XXXXXX9029,Active,2020-06-18,INR,146586.52,BR036
ACC00482,CUST00439,Salary,Premium Salary Account,XXXXXX2216,Active,2015-11-05,INR,21900.45,BR024
ACC00483,CUST00440,Current,Premium Current Account,XXXXXX3776,Active,2024-06-03,INR,357219.9,BR006
ACC00484,CUST00441,Salary,Savings Account,XXXXXX5980,Active,2023-05-10,INR,75540.47,BR004
ACC00485,CUST00442,Current,Regular Current Account,XXXXXX4967,Active,2021-08-14,INR,228425.72,BR074
ACC00486,CUST00443,Savings,Digital Savings Account,XXXXXX7157,Active,2022-11-10,INR,247609.2,BR011
ACC00487,CUST00444,Current,Regular Current Account,XXXXXX9684,Active,2025-06-16,INR,462400.14,BR026
ACC00488,CUST00445,Salary,Premium Salary Account,XXXXXX9557,Active,2020-07-10,INR,41311.94,BR044
ACC00489,CUST00446,Savings,Savings Max,XXXXXX5089,Active,2021-06-13,INR,5000,BR066
ACC00490,CUST00447,Savings,Digital Savings Account,XXXXXX3915,Active,2022-03-07,INR,156942.31,BR037
ACC00491,CUST00448,Current,Business Current Account,XXXXXX1494,Active,2026-02-11,INR,36689.49,BR004
ACC00492,CUST00449,Salary,Salary Account,XXXXXX5751,Active,2023-04-14,INR,126877.41,BR021
ACC00493,CUST00450,Salary,Salary Account,XXXXXX9555,Active,2025-12-12,INR,60861.13,BR017
ACC00494,CUST00451,Salary,Salary Account,XXXXXX1521,Active,2024-05-03,INR,74464.9,BR077
ACC00495,CUST00452,Savings,Regular Savings Account,XXXXXX5208,Active,2023-07-11,INR,5000,BR004
ACC00496,CUST00453,Savings,Regular Savings Account,XXXXXX3802,Active,2020-03-09,INR,130433.34,BR015
ACC00497,CUST00454,Salary,Premium Salary Account,XXXXXX2432,Active,2025-07-24,INR,376951.37,BR032
ACC00498,CUST00455,Savings,Millennia Savings Account,XXXXXX7091,Active,2024-01-11,INR,25937.37,BR054
ACC00499,CUST00456,Savings,Digital Savings Account,XXXXXX2533,Active,2026-02-01,INR,342921.91,BR062
ACC00500,CUST00457,Current,Regular Current Account,XXXXXX2586,Active,2020-08-23,INR,487830.28,BR032
ACC00501,CUST00458,Current,Premium Current Account,XXXXXX1698,Active,2026-03-19,INR,324998.52,BR062
ACC00502,CUST00458,Savings,Digital Savings Account,XXXXXX8223,Active,2026-07-02,INR,747089.89,BR062
ACC00503,CUST00459,Current,Premium Current Account,XXXXXX6086,Active,2024-10-23,INR,97897.99,BR016
ACC00504,CUST00459,Savings,Digital Savings Account,XXXXXX7906,Active,2025-10-27,INR,419278.07,BR016
ACC00505,CUST00460,Current,Business Current Account,XXXXXX3938,Active,2026-04-09,INR,214980.13,BR061
ACC00506,CUST00461,Savings,Regular Savings Account,XXXXXX5148,Active,2023-02-28,INR,28914.59,BR055
ACC00507,CUST00462,Savings,Millennia Savings Account,XXXXXX9524,Active,2026-04-18,INR,13545.73,BR061
ACC00508,CUST00463,Current,Regular Current Account,XXXXXX9358,Active,2021-04-02,INR,29347.63,BR061
