account_id,customer_id,account_type,account_product_name,account_number_masked,account_status,opening_date,currency,average_monthly_balance
ACC00250,CUST00250,Savings,Savings Max,XXXXXX6927,Active,2025-10-04,INR,428259.63
ACC00251,CUST00251,Salary,Salary Account,XXXXXX5575,Active,2024-10-24,INR,21860.06
ACC00252,CUST00252,Savings,Regular Savings Account,XXXXXX2094,Active,2019-06-17,INR,177040.86
ACC00253,CUST00253,Savings,Digital Savings Account,XXXXXX9411,Active,2025-07-18,INR,50650.52
ACC00253B,CUST00253,Savings,Regular Savings Account,XXXXXX3645,Active,2026-06-10,INR,61779.06
ACC00254,CUST00254,Salary,Premium Salary Account,XXXXXX8328,Active,2024-09-09,INR,841836.19
ACC00255,CUST00255,Salary,Premium Salary Account,XXXXXX9719,Active,2024-07-23,INR,337645.57
ACC00256,CUST00256,Savings,Savings Max,XXXXXX4631,Active,2025-09-07,INR,581806.89
ACC00256B,CUST00256,Savings,Millennia Savings Account,XXXXXX2674,Active,2025-12-30,INR,924320.76
ACC00257,CUST00257,Savings,Regular Savings Account,XXXXXX6797,Active,2023-01-30,INR,72909.9
ACC00258,CUST00258,Savings,Savings Max,XXXXXX2944,Active,2022-04-18,INR,26870.58
ACC00259,CUST00259,Savings,Millennia Savings Account,XXXXXX2140,Active,2025-04-30,INR,133948.61
ACC00260,CUST00260,Salary,Salary Account,XXXXXX8490,Active,2024-02-11,INR,748952.9
ACC00260B,CUST00260,Savings,Savings Max,XXXXXX4049,Active,2026-06-17,INR,1545997.0
ACC00261,CUST00261,Savings,Digital Savings Account,XXXXXX4060,Active,2021-06-04,INR,331062.35
ACC00262,CUST00262,Savings,Regular Savings Account,XXXXXX4257,Active,2021-02-21,INR,201722.79
ACC00263,CUST00263,Savings,Millennia Savings Account,XXXXXX3459,Active,2024-11-01,INR,607052.73
ACC00264,CUST00264,Salary,Premium Salary Account,XXXXXX5670,Active,2026-01-03,INR,388337.63
ACC00264B,CUST00264,Savings,Savings Max,XXXXXX5116,Active,2026-05-05,INR,1083094.65
ACC00265,CUST00265,Savings,Savings Max,XXXXXX7595,Active,2026-05-14,INR,105687.24
ACC00266,CUST00266,Savings,Millennia Savings Account,XXXXXX1049,Active,2025-08-31,INR,476548.5
ACC00267,CUST00267,Savings,Digital Savings Account,XXXXXX3594,Active,2022-04-24,INR,22798.64
ACC00268,CUST00268,Current,Regular Current Account,XXXXXX8214,Active,2026-01-07,INR,239081.23
ACC00269,CUST00269,Salary,Salary Account,XXXXXX5065,Active,2026-02-16,INR,190531.77
ACC00270,CUST00270,Current,Regular Current Account,XXXXXX3674,Active,2023-06-09,INR,774471.98
ACC00271,CUST00271,Salary,Salary Account,XXXXXX7485,Active,2026-07-24,INR,650657.07
ACC00272,CUST00272,Savings,Regular Savings Account,XXXXXX8382,Active,2026-02-08,INR,337083.38
ACC00273,CUST00273,Salary,Premium Salary Account,XXXXXX3412,Active,2019-04-15,INR,87215.71
ACC00274,CUST00274,Savings,Savings Max,XXXXXX8331,Active,2026-06-09,INR,151339.63
ACC00275,CUST00275,Savings,Digital Savings Account,XXXXXX3822,Active,2023-11-12,INR,89711.41
ACC00276,CUST00276,Salary,Salary Account,XXXXXX8365,Active,2025-05-12,INR,25491.99
ACC00277,CUST00277,Salary,Salary Account,XXXXXX9361,Active,2024-12-23,INR,91933.3
ACC00278,CUST00278,Salary,Salary Account,XXXXXX5405,Active,2022-07-03,INR,614797.47
ACC00279,CUST00279,Current,Regular Current Account,XXXXXX5862,Active,2025-12-10,INR,307971.29
ACC00280,CUST00280,Savings,Millennia Savings Account,XXXXXX8888,Active,2018-01-25,INR,73797.64
ACC00281,CUST00281,Salary,Salary Account,XXXXXX5224,Active,2023-11-15,INR,453488.37
ACC00281B,CUST00281,Savings,Digital Savings Account,XXXXXX4633,Active,2025-10-16,INR,501904.39
ACC00282,CUST00282,Savings,Regular Savings Account,XXXXXX2633,Active,2024-08-22,INR,200100.7
ACC00283,CUST00283,Salary,Salary Account,XXXXXX6999,Active,2024-11-10,INR,223473.2
ACC00284,CUST00284,Salary,Salary Account,XXXXXX4568,Active,2025-06-24,INR,160515.59
ACC00285,CUST00285,Savings,Savings Max,XXXXXX3229,Active,2026-06-07,INR,179239.51
ACC00286,CUST00286,Savings,Regular Savings Account,XXXXXX2743,Active,2024-04-09,INR,203675.03
ACC00287,CUST00287,Savings,Regular Savings Account,XXXXXX7905,Active,2020-02-20,INR,115912.13
ACC00288,CUST00288,Salary,Premium Salary Account,XXXXXX4228,Active,2024-02-21,INR,33835.36
ACC00289,CUST00289,Savings,Regular Savings Account,XXXXXX9390,Active,2025-10-26,INR,115565.52
ACC00290,CUST00290,Savings,Digital Savings Account,XXXXXX4614,Active,2020-05-24,INR,169229.77
ACC00291,CUST00291,Savings,Savings Max,XXXXXX8425,Active,2023-12-21,INR,534257.58
ACC00292,CUST00292,Salary,Salary Account,XXXXXX8044,Active,2026-04-01,INR,445881.39
ACC00293,CUST00293,Savings,Savings Max,XXXXXX4844,Active,2026-06-25,INR,18988.2
ACC00294,CUST00294,Salary,Premium Salary Account,XXXXXX3555,Active,2019-06-05,INR,95264.62
ACC00295,CUST00295,Current,Business Current Account,XXXXXX8844,Active,2025-03-13,INR,198779.22
ACC00296,CUST00296,Salary,Salary Account,XXXXXX6259,Active,2025-09-05,INR,301128.03
ACC00297,CUST00297,Salary,Salary Account,XXXXXX6766,Active,2024-02-23,INR,322021.02
ACC00298,CUST00298,Current,Regular Current Account,XXXXXX6144,Active,2026-01-18,INR,292596.33
ACC00299,CUST00299,Current,Regular Current Account,XXXXXX3114,Active,2025-09-04,INR,189279.86
ACC00300,CUST00300,Salary,Salary Account,XXXXXX5074,Active,2019-07-01,INR,194714.72
